"gene_id","species","expression_id","id_type","source_info","gene_name","hog_id","og_id"
"KLLA0E23761g","lactis","KLLA0E23761g","KLLA0","original","GDT1","N1.HOG0002312","OG0002072"
"KLLA0E23783g","lactis","KLLA0E23783g","KLLA0","original","PCH2","N1.HOG0004361","OG0004124"
"KLLA0E23849g","lactis","KLLA0E23849g","KLLA0","original","SEN54","N1.HOG0004039","OG0003800"
"KLLA0E23871g","lactis","KLLA0E23871g","KLLA0","original","","N1.HOG0002700","OG0002460"
"KLLA0E23893g","lactis","KLLA0E23893g","KLLA0","original","MBA1","N1.HOG0002665","OG0002425"
"KLLA0E23915g","lactis","KLLA0E23915g","KLLA0","original","SEC16","N1.HOG0001851","OG0001611"
"KLLA0E23937g","lactis","KLLA0E23937g","KLLA0","original","","N1.HOG0003390","OG0003150"
"KLLA0E23959g","lactis","KLLA0E23959g","KLLA0","original","","N1.HOG0006061","OG0005926"
"KLLA0E23981g","lactis","KLLA0E23981g","KLLA0","original","YPC1","N1.HOG0000672","OG0000446"
"KLLA0E24003g","lactis","KLLA0E24003g","KLLA0","original","","N1.HOG0000855","OG0000624"
"KLLA0E24025g","lactis","KLLA0E24025g","KLLA0","original","SMP1","N1.HOG0000902","OG0000668"
"KLLA0E24047g","lactis","KLLA0E24047g","KLLA0","original","RPS6B","N1.HOG0000587","OG0000368"
"KLLA0E24069g","lactis","KLLA0E24069g","KLLA0","original","GLR1","N1.HOG0001248","OG0001009"
"KLLA0E24091g","lactis","KLLA0E24091g","KLLA0","original","SSU1","N1.HOG0000975","OG0000738"
"KLLA0E24113g","lactis","KLLA0E24113g","KLLA0","original","DTR1","N1.HOG0004155","OG0003918"
"KLLA0E24135g","lactis","KLLA0E24135g","KLLA0","original","NOG1","N1.HOG0001935","OG0001695"
"KLLA0E24157g","lactis","KLLA0E24157g","KLLA0","original","SEC62","N1.HOG0002359","OG0002119"
"KLLA0E24179g","lactis","KLLA0E24179g","KLLA0","original","FZO1","N1.HOG0003007","OG0002767"
"KLLA0E24201g","lactis","KLLA0E24201g","KLLA0","original","EHT1","N1.HOG0004051","OG0003812"
"KLLA0E24223g","lactis","KLLA0E24223g","KLLA0","original","PNG1","N1.HOG0002447","OG0002207"
"KLLA0E24245g","lactis","KLLA0E24245g","KLLA0","original","",,
"KLLA0E24267g","lactis","KLLA0E24267g","KLLA0","original","MSY1","N1.HOG0002379","OG0002139"
"KLLA0E24289g","lactis","KLLA0E24289g","KLLA0","original","MGR2","N1.HOG0002943","OG0002703"
"KLLA0E24311g","lactis","KLLA0E24311g","KLLA0","original","INA17","N1.HOG0004334","OG0004097"
"KLLA0E24333g","lactis","KLLA0E24333g","KLLA0","original","ATG21","N1.HOG0000317","OG0000181"
"KLLA0E24355g","lactis","KLLA0E24355g","KLLA0","original","ELP4","N1.HOG0001539","OG0001299"
"KLLA0E24377g","lactis","KLLA0E24377g","KLLA0","original","FMP30","N1.HOG0003591","OG0003349"
"KLLA0E24399g","lactis","KLLA0E24399g","KLLA0","original","ECM31","N1.HOG0002326","OG0002086"
"KLLA0E24421g","lactis","KLLA0E24421g","KLLA0","original","","N1.HOG0000486","OG0000286"
"KLLA0E24465g","lactis","KLLA0E24465g","KLLA0","original","MSD1","N1.HOG0003371","OG0003131"
"KLLA0E24487g","lactis","KLLA0E24487g","KLLA0","original","SWD3","N1.HOG0003966","OG0003727"
"KLLA0E24509g","lactis","KLLA0E24509g","KLLA0","original","UMP1","N1.HOG0002928","OG0002688"
"KLLA0E24531g","lactis","KLLA0E24531g","KLLA0","original","SMY2","N1.HOG0000823","OG0000591"
"KLLA0E24553g","lactis","KLLA0E24553g","KLLA0","original","SEC66","N1.HOG0001943","OG0001703"
"KLLA0E24575g","lactis","KLLA0E24575g","KLLA0","original","NPL4","N1.HOG0000725","OG0000496"
"KLLA0E24597g","lactis","KLLA0E24597g","KLLA0","original","SSE2","N1.HOG0000826","OG0000594"
"KLLA0E24619g","lactis","KLLA0E24619g","KLLA0","original","YPL107W","N1.HOG0002345","OG0002105"
"KLLA0E24641g","lactis","KLLA0E24641g","KLLA0","original","PEX32","N1.HOG0004706","OG0004470"
"KLLA0E24663g","lactis","KLLA0E24663g","KLLA0","original","POP7","N1.HOG0002643","OG0002403"
"KLLA0E24685g","lactis","KLLA0E24685g","KLLA0","original","YPL108W","N1.HOG0002850","OG0002610"
"KLLA0E24707g","lactis","KLLA0E24707g","KLLA0","original","","N1.HOG0004136","OG0003899"
"KLLA0E24729g","lactis","KLLA0E24729g","KLLA0","original","TYR1","N1.HOG0001703","OG0001463"
"KLLA0E24751g","lactis","KLLA0E24751g","KLLA0","original","UBS1","N1.HOG0004597","OG0004361"
"KLLA0E24773g","lactis","KLLA0E24773g","KLLA0","original","ARL1","N1.HOG0003523","OG0003281"
"KLLA0E24795g","lactis","KLLA0E24795g","KLLA0","original","YPL109C","N1.HOG0001789","OG0001549"
"KLLA0E24817g","lactis","KLLA0E24817g","KLLA0","original","",,
"KLLA0E24861g","lactis","KLLA0E24861g","KLLA0","original","","N1.HOG0005573","OG0005399"
"KLLA0E24883g","lactis","KLLA0E24883g","KLLA0","original","","N1.HOG0000538","OG0000323"
"KLLA0E24905g","lactis","KLLA0E24905g","KLLA0","original","","N1.HOG0005573","OG0005399"
"KLLA0E24927g","lactis","KLLA0E24927g","KLLA0","original","","N1.HOG0005573","OG0005399"
"KLLA0E24949g","lactis","KLLA0E24949g","KLLA0","original","","N1.HOG0000252","OG0000145"
"KLLA0E24993g","lactis","KLLA0E24993g","KLLA0","original","","N1.HOG0000095","OG0000049"
"KLLA0E25015g","lactis","KLLA0E25015g","KLLA0","original","","N1.HOG0004808","OG0004576"
"KLLA0E25081g","lactis","KLLA0E25081g","KLLA0","original","","N1.HOG0004255","OG0004018"
"KLLA0E25147g","lactis","KLLA0E25147g","KLLA0","original","","N1.HOG0003705","OG0003463"
"KLLA0E25180g","lactis","KLLA0E25180g","KLLA0","original","",,
"KLLA0F00132g","lactis","KLLA0F00132g","KLLA0","original","","N1.HOG0000924","OG0000689"
"KLLA0F00154g","lactis","KLLA0F00154g","KLLA0","original","","N1.HOG0000468","OG0000273"
"KLLA0F00220g","lactis","KLLA0F00220g","KLLA0","original","","N1.HOG0004365","OG0004128"
"KLLA0F00242g","lactis","KLLA0F00242g","KLLA0","original","","N1.HOG0004105","OG0003869"
"KLLA0F00264g","lactis","KLLA0F00264g","KLLA0","original","","N1.HOG0000707","OG0000477"
"KLLA0F00286g","lactis","KLLA0F00286g","KLLA0","original","","N1.HOG0005156","OG0004929"
"KLLA0F00308g","lactis","KLLA0F00308g","KLLA0","original","","N1.HOG0003727","OG0003488"
"KLLA0F00330g","lactis","KLLA0F00330g","KLLA0","original","RAD17","N1.HOG0002641","OG0002401"
"KLLA0F00352g","lactis","KLLA0F00352g","KLLA0","original","RPS12","N1.HOG0002036","OG0001796"
"KLLA0F00374g","lactis","KLLA0F00374g","KLLA0","original","GPB2","N1.HOG0000835","OG0000603"
"KLLA0F00396g","lactis","KLLA0F00396g","KLLA0","original","","N1.HOG0004539","OG0004303"
"KLLA0F00418g","lactis","KLLA0F00418g","KLLA0","original","NUD1","N1.HOG0000556","OG0000338"
"KLLA0F00440g","lactis","KLLA0F00440g","KLLA0","original","ALD4","N1.HOG0000025","OG0000015"
"KLLA0F00462g","lactis","KLLA0F00462g","KLLA0","original","CNE1","N1.HOG0004035","OG0003796"
"KLLA0F00484g","lactis","KLLA0F00484g","KLLA0","original","ECM1","N1.HOG0004050","OG0003811"
"KLLA0F00506g","lactis","KLLA0F00506g","KLLA0","original","BDH1","N1.HOG0000197","OG0000111"
"KLLA0F00528g","lactis","KLLA0F00528g","KLLA0","original","","N1.HOG0000197","OG0000111"
"KLLA0F00572g","lactis","KLLA0F00572g","KLLA0","original","","N1.HOG0000039","OG0000021"
"KLLA0F00594g","lactis","KLLA0F00594g","KLLA0","original","GDH3","N1.HOG0001063","OG0000825"
"KLLA0F00616g","lactis","KLLA0F00616g","KLLA0","original","","N1.HOG0000005","OG0000004"
"KLLA0F00638g","lactis","KLLA0F00638g","KLLA0","original","","N1.HOG0004781","OG0004549"
"KLLA0F00660g","lactis","KLLA0F00660g","KLLA0","original","GDE1","N1.HOG0002018","OG0001778"
"KLLA0F00682g","lactis","KLLA0F00682g","KLLA0","original","","N1.HOG0006062","OG0005927"
"KLLA0F00704g","lactis","KLLA0F00704g","KLLA0","original","CAR1","N1.HOG0001281","OG0001040"
"KLLA0F00726g","lactis","KLLA0F00726g","KLLA0","original","","N1.HOG0003866","OG0003627"
"KLLA0F00748g","lactis","KLLA0F00748g","KLLA0","original","","N1.HOG0001842","OG0001602"
"KLLA0F00770g","lactis","KLLA0F00770g","KLLA0","original","SLK19","N1.HOG0004598","OG0004362"
"KLLA0F00792g","lactis","KLLA0F00792g","KLLA0","original","YPL113C","N1.HOG0000415","OG0000235"
"KLLA0F00814g","lactis","KLLA0F00814g","KLLA0","original","BEM3","N1.HOG0001838","OG0001598"
"KLLA0F00836g","lactis","KLLA0F00836g","KLLA0","original","LIP5","N1.HOG0001705","OG0001465"
"KLLA0F00843g","lactis","KLLA0F00843g","KLLA0","original","",,
"KLLA0F00858g","lactis","KLLA0F00858g","KLLA0","original","HOS3","N1.HOG0003250","OG0003010"
"KLLA0F00880g","lactis","KLLA0F00880g","KLLA0","original","MCA1","N1.HOG0002868","OG0002628"
"KLLA0F00902g","lactis","KLLA0F00902g","KLLA0","original","BFR1","N1.HOG0001744","OG0001504"
"KLLA0F00924g","lactis","KLLA0F00924g","KLLA0","original","IDI1","N1.HOG0002488","OG0002248"
"KLLA0F00946g","lactis","KLLA0F00946g","KLLA0","original","MRM1","N1.HOG0001684","OG0001444"
"KLLA0F00968g","lactis","KLLA0F00968g","KLLA0","original","HIS3","N1.HOG0003490","OG0003248"
"KLLA0F00990g","lactis","KLLA0F00990g","KLLA0","original","MRP51","N1.HOG0001263","OG0001022"
"KLLA0F01012g","lactis","KLLA0F01012g","KLLA0","original","","N1.HOG0000066","OG0000034"
"KLLA0F01034g","lactis","KLLA0F01034g","KLLA0","original","DED1","N1.HOG0000664","OG0000438"
"KLLA0F01056g","lactis","KLLA0F01056g","KLLA0","original","TFB2","N1.HOG0001880","OG0001640"
"KLLA0F01078g","lactis","KLLA0F01078g","KLLA0","original","RET1","N1.HOG0003079","OG0002839"
"KLLA0F01100g","lactis","KLLA0F01100g","KLLA0","original","MEI5","N1.HOG0004182","OG0003945"
"KLLA0F01122g","lactis","KLLA0F01122g","KLLA0","original","NOC2","N1.HOG0003494","OG0003252"
"KLLA0F01144g","lactis","KLLA0F01144g","KLLA0","original","GEP3","N1.HOG0003797","OG0003558"
"KLLA0F01166g","lactis","KLLA0F01166g","KLLA0","original","VPS30","N1.HOG0001581","OG0001341"
"KLLA0F01188g","lactis","KLLA0F01188g","KLLA0","original","","N1.HOG0000440","OG0000254"
"KLLA0F01210g","lactis","KLLA0F01210g","KLLA0","original","SHM1","N1.HOG0000222","OG0000128"
"KLLA0F01232g","lactis","KLLA0F01232g","KLLA0","original","YPT10","N1.HOG0000074","OG0000040"
"KLLA0F01254g","lactis","KLLA0F01254g","KLLA0","original","","N1.HOG0003962","OG0003723"
"KLLA0F01276g","lactis","KLLA0F01276g","KLLA0","original","CHK1","N1.HOG0004590","OG0004354"
"KLLA0F01298g","lactis","KLLA0F01298g","KLLA0","original","UBX7","N1.HOG0000927","OG0000692"
"KLLA0F01320g","lactis","KLLA0F01320g","KLLA0","original","YJL049W","N1.HOG0003620","OG0003378"
"KLLA0F01342g","lactis","KLLA0F01342g","KLLA0","original","HSM3","N1.HOG0003874","OG0003635"
"KLLA0F01364g","lactis","KLLA0F01364g","KLLA0","original","MTR4","N1.HOG0003634","OG0003392"
"KLLA0F01386g","lactis","KLLA0F01386g","KLLA0","original","IRC8","N1.HOG0004603","OG0004367"
"KLLA0F01408g","lactis","KLLA0F01408g","KLLA0","original","","N1.HOG0004279","OG0004042"
"KLLA0F01419g","lactis","KLLA0F01419g","KLLA0","original","PEP8","N1.HOG0003633","OG0003391"
"KLLA0F01441g","lactis","KLLA0F01441g","KLLA0","original","TIM54","N1.HOG0002770","OG0002530"
"KLLA0F01463g","lactis","KLLA0F01463g","KLLA0","original","ZAP1","N1.HOG0003867","OG0003628"
"KLLA0F01485g","lactis","KLLA0F01485g","KLLA0","original","","N1.HOG0000483","OG0000283"
"KLLA0F01507g","lactis","KLLA0F01507g","KLLA0","original","IKS1","N1.HOG0002654","OG0002414"
"KLLA0F01529g","lactis","KLLA0F01529g","KLLA0","original","BIT2","N1.HOG0004222","OG0003984"
"KLLA0F01551g","lactis","KLLA0F01551g","KLLA0","original","YHC3","N1.HOG0004032","OG0003793"
"KLLA0F01573g","lactis","KLLA0F01573g","KLLA0","original","",,
"KLLA0F01595g","lactis","KLLA0F01595g","KLLA0","original","","N1.HOG0004317","OG0004080"
"KLLA0F01617g","lactis","KLLA0F01617g","KLLA0","original","BNA3","N1.HOG0001084","OG0000846"
"KLLA0F01639g","lactis","KLLA0F01639g","KLLA0","original","SDH8","N1.HOG0001794","OG0001554"
"KLLA0F01661g","lactis","KLLA0F01661g","KLLA0","original","NUP82","N1.HOG0004341","OG0004104"
"KLLA0F01683g","lactis","KLLA0F01683g","KLLA0","original","MRPL37","N1.HOG0002827","OG0002587"
"KLLA0F01705g","lactis","KLLA0F01705g","KLLA0","original","LAS21","N1.HOG0004078","OG0003839"
"KLLA0F01727g","lactis","KLLA0F01727g","KLLA0","original","REI1","N1.HOG0003680","OG0003438"
"KLLA0F01749g","lactis","KLLA0F01749g","KLLA0","original","TSC10","N1.HOG0003115","OG0002875"
"KLLA0F01771g","lactis","KLLA0F01771g","KLLA0","original","","N1.HOG0001925","OG0001685"
"KLLA0F01793g","lactis","KLLA0F01793g","KLLA0","original","MRPL8","N1.HOG0001615","OG0001375"
"KLLA0F01815g","lactis","KLLA0F01815g","KLLA0","original","","N1.HOG0004250","OG0004014"
"KLLA0F01837g","lactis","KLLA0F01837g","KLLA0","original","PPS1","N1.HOG0003008","OG0002768"
"KLLA0F01859g","lactis","KLLA0F01859g","KLLA0","original","DPB3","N1.HOG0000677","OG0000449"
"KLLA0F01881g","lactis","KLLA0F01881g","KLLA0","original","MPM1","N1.HOG0002892","OG0002652"
"KLLA0F01903g","lactis","KLLA0F01903g","KLLA0","original","","N1.HOG0000158","OG0000090"
"KLLA0F01925g","lactis","KLLA0F01925g","KLLA0","original","PAF1","N1.HOG0001253","OG0001014"
"KLLA0F01947g","lactis","KLLA0F01947g","KLLA0","original","YJL068C","N1.HOG0001690","OG0001450"
"KLLA0F01969g","lactis","KLLA0F01969g","KLLA0","original","SAF1","N1.HOG0003739","OG0003500"
"KLLA0F01991g","lactis","KLLA0F01991g","KLLA0","original","DUG2","N1.HOG0002671","OG0002431"
"KLLA0F02013g","lactis","KLLA0F02013g","KLLA0","original","UTP18","N1.HOG0003178","OG0002938"
"KLLA0F02035g","lactis","KLLA0F02035g","KLLA0","original","MRPL27","N1.HOG0002586","OG0002346"
"KLLA0F02057g","lactis","KLLA0F02057g","KLLA0","original","SSH1","N1.HOG0003087","OG0002847"
"KLLA0F02079g","lactis","KLLA0F02079g","KLLA0","original","MIC12","N1.HOG0002865","OG0002625"
"KLLA0F02101g","lactis","KLLA0F02101g","KLLA0","original","TAE1","N1.HOG0002686","OG0002446"
"KLLA0F02123g","lactis","KLLA0F02123g","KLLA0","original","RGD1","N1.HOG0001912","OG0001672"
"KLLA0F02145g","lactis","KLLA0F02145g","KLLA0","original","RTT101","N1.HOG0004224","OG0003986"
"KLLA0F02167g","lactis","KLLA0F02167g","KLLA0","original","YBR259W",,
"KLLA0F02189g","lactis","KLLA0F02189g","KLLA0","original","SHG1","N1.HOG0003270","OG0003030"
"KLLA0F02211g","lactis","KLLA0F02211g","KLLA0","original","POP4","N1.HOG0003393","OG0003153"
"KLLA0F02233g","lactis","KLLA0F02233g","KLLA0","original","AIM22","N1.HOG0001900","OG0001660"
"KLLA0F02255g","lactis","KLLA0F02255g","KLLA0","original","PTR3","N1.HOG0001019","OG0000782"
"KLLA0F02277g","lactis","KLLA0F02277g","KLLA0","original","",,
"KLLA0F02299g","lactis","KLLA0F02299g","KLLA0","original","","N1.HOG0004401","OG0004165"
"KLLA0F02321g","lactis","KLLA0F02321g","KLLA0","original","RPA43","N1.HOG0001965","OG0001725"
"KLLA0F02343g","lactis","KLLA0F02343g","KLLA0","original","MTW1","N1.HOG0002710","OG0002470"
"KLLA0F02365g","lactis","KLLA0F02365g","KLLA0","original","FUN19","N1.HOG0000688","OG0000458"
"KLLA0F02387g","lactis","KLLA0F02387g","KLLA0","original","TEA1","N1.HOG0000165","OG0000095"
"KLLA0F02409g","lactis","KLLA0F02409g","KLLA0","original","KRE5","N1.HOG0003434","OG0003194"
"KLLA0F02431g","lactis","KLLA0F02431g","KLLA0","original","ALA1","N1.HOG0001440","OG0001200"
"KLLA0F02453g","lactis","KLLA0F02453g","KLLA0","original","POP5","N1.HOG0003872","OG0003633"
"KLLA0F02475g","lactis","KLLA0F02475g","KLLA0","original","PRP45","N1.HOG0002849","OG0002609"
"KLLA0F02497g","lactis","KLLA0F02497g","KLLA0","original","GIP4","N1.HOG0003889","OG0003650"
"KLLA0F02519g","lactis","KLLA0F02519g","KLLA0","original","MRS2","N1.HOG0003994","OG0003755"
"KLLA0F02541g","lactis","KLLA0F02541g","KLLA0","original","VMA4","N1.HOG0003942","OG0003703"
"KLLA0F02596g","lactis","KLLA0F02596g","KLLA0","original","SCD5","N1.HOG0003445","OG0003205"
"KLLA0F02610g","lactis","KLLA0F02610g","KLLA0","original","",,
"KLLA0F02640g","lactis","KLLA0F02640g","KLLA0","original","YDR476C","N1.HOG0002806","OG0002566"
"KLLA0F02662g","lactis","KLLA0F02662g","KLLA0","original","","N1.HOG0006063","OG0005928"
"KLLA0F02684g","lactis","KLLA0F02684g","KLLA0","original","JIP4","N1.HOG0000771","OG0000540"
"KLLA0F02706g","lactis","KLLA0F02706g","KLLA0","original","MSH2","N1.HOG0002539","OG0002299"
"KLLA0F02728g","lactis","KLLA0F02728g","KLLA0","original","","N1.HOG0004278","OG0004041"
"KLLA0F02750g","lactis","KLLA0F02750g","KLLA0","original","TBS1","N1.HOG0000199","OG0000112"
"KLLA0F02772g","lactis","KLLA0F02772g","KLLA0","original","APD1","N1.HOG0000387","OG0000222"
"KLLA0F02794g","lactis","KLLA0F02794g","KLLA0","original","MPD2","N1.HOG0004587","OG0004351"
"KLLA0F02816g","lactis","KLLA0F02816g","KLLA0","original","PRM10","N1.HOG0003709","OG0003470"
"KLLA0F02838g","lactis","KLLA0F02838g","KLLA0","original","IME2","N1.HOG0001369","OG0001129"
"KLLA0F02860g","lactis","KLLA0F02860g","KLLA0","original","","N1.HOG0006064","OG0005929"
"KLLA0F02882g","lactis","KLLA0F02882g","KLLA0","original","SET4","N1.HOG0000833","OG0000601"
"KLLA0F02904g","lactis","KLLA0F02904g","KLLA0","original","MTG1","N1.HOG0002955","OG0002715"
"KLLA0F02926g","lactis","KLLA0F02926g","KLLA0","original","KTI12","N1.HOG0002183","OG0001943"
"KLLA0F02948g","lactis","KLLA0F02948g","KLLA0","original","ATP25","N1.HOG0001377","OG0001137"
"KLLA0F02970g","lactis","KLLA0F02970g","KLLA0","original","","N1.HOG0004600","OG0004364"
"KLLA0F02992g","lactis","KLLA0F02992g","KLLA0","original","RAD27","N1.HOG0003088","OG0002848"
"KLLA0F03014g","lactis","KLLA0F03014g","KLLA0","original","NIP1","N1.HOG0001836","OG0001596"
"KLLA0F03036g","lactis","KLLA0F03036g","KLLA0","original","BGL2","N1.HOG0002883","OG0002643"
"KLLA0F03058g","lactis","KLLA0F03058g","KLLA0","original","","N1.HOG0001115","OG0000876"
"KLLA0F03080g","lactis","KLLA0F03080g","KLLA0","original","GLC8","N1.HOG0003649","OG0003407"
"KLLA0F03102g","lactis","KLLA0F03102g","KLLA0","original","ERV29","N1.HOG0002823","OG0002583"
"KLLA0F03124g","lactis","KLLA0F03124g","KLLA0","original","ZUO1","N1.HOG0002181","OG0001941"
"KLLA0F03146g","lactis","KLLA0F03146g","KLLA0","original","","N1.HOG0004292","OG0004055"
"KLLA0F03168g","lactis","KLLA0F03168g","KLLA0","original","","N1.HOG0000128","OG0000071"
"KLLA0F03179g","lactis","KLLA0F03179g","KLLA0","original","","N1.HOG0006019","OG0005883"
"KLLA0F03190g","lactis","KLLA0F03190g","KLLA0","original","CPA2","N1.HOG0003661","OG0003419"
"KLLA0F03212g","lactis","KLLA0F03212g","KLLA0","original","SFC1","N1.HOG0001576","OG0001336"
"KLLA0F03234g","lactis","KLLA0F03234g","KLLA0","original","",,
"KLLA0F03256g","lactis","KLLA0F03256g","KLLA0","original","YJR096W","N1.HOG0000494","OG0000290"
"KLLA0F03311g","lactis","KLLA0F03311g","KLLA0","original","AQR1","N1.HOG0000437","OG0000251"
"KLLA0F03333g","lactis","KLLA0F03333g","KLLA0","original","YDJ1","N1.HOG0000238","OG0000137"
"KLLA0F03355g","lactis","KLLA0F03355g","KLLA0","original","MTQ1","N1.HOG0003908","OG0003669"
"KLLA0F03377g","lactis","KLLA0F03377g","KLLA0","original","GCD10","N1.HOG0002242","OG0002002"
"KLLA0F03399g","lactis","KLLA0F03399g","KLLA0","original","NOP2","N1.HOG0001404","OG0001164"
"KLLA0F03421g","lactis","KLLA0F03421g","KLLA0","original","ARP5","N1.HOG0003471","OG0003231"
"KLLA0F03443g","lactis","KLLA0F03443g","KLLA0","original","RHO3","N1.HOG0001431","OG0001191"
"KLLA0F03465g","lactis","KLLA0F03465g","KLLA0","original","","N1.HOG0000530","OG0000318"
"KLLA0F03487g","lactis","KLLA0F03487g","KLLA0","original","OCA2","N1.HOG0002121","OG0001881"
"KLLA0F03509g","lactis","KLLA0F03509g","KLLA0","original","HIS5","N1.HOG0003531","OG0003289"
"KLLA0F03531g","lactis","KLLA0F03531g","KLLA0","original","NUP159","N1.HOG0002822","OG0002582"
"KLLA0F03553g","lactis","KLLA0F03553g","KLLA0","original","POR2","N1.HOG0004057","OG0003818"
"KLLA0F03575g","lactis","KLLA0F03575g","KLLA0","original","VAC7","N1.HOG0000268","OG0000154"
"KLLA0F03597g","lactis","KLLA0F03597g","KLLA0","original","","N1.HOG0000269","OG0000154"
"KLLA0F03619g","lactis","KLLA0F03619g","KLLA0","original","HOS4","N1.HOG0001271","OG0001030"
"KLLA0F03641g","lactis","KLLA0F03641g","KLLA0","original","","N1.HOG0001124","OG0000885"
"KLLA0F03663g","lactis","KLLA0F03663g","KLLA0","original","HPM1","N1.HOG0003625","OG0003383"
"KLLA0F03685g","lactis","KLLA0F03685g","KLLA0","original","COG5","N1.HOG0001775","OG0001535"
"KLLA0F03707g","lactis","KLLA0F03707g","KLLA0","original","YNL050C","N1.HOG0001526","OG0001286"
"KLLA0F03729g","lactis","KLLA0F03729g","KLLA0","original","SEC24","N1.HOG0000612","OG0000392"
"KLLA0F03751g","lactis","KLLA0F03751g","KLLA0","original","YIL108W","N1.HOG0003498","OG0003256"
"KLLA0F03773g","lactis","KLLA0F03773g","KLLA0","original","PFK26","N1.HOG0000718","OG0000489"
"KLLA0F03795g","lactis","KLLA0F03795g","KLLA0","original","MOB1","N1.HOG0002453","OG0002213"
"KLLA0F03817g","lactis","KLLA0F03817g","KLLA0","original","ALG11","N1.HOG0001934","OG0001694"
"KLLA0F03839g","lactis","KLLA0F03839g","KLLA0","original","SLM1","N1.HOG0000700","OG0000470"
"KLLA0F03861g","lactis","KLLA0F03861g","KLLA0","original","",,
"KLLA0F03883g","lactis","KLLA0F03883g","KLLA0","original","LAP2","N1.HOG0003577","OG0003335"
"KLLA0F03905g","lactis","KLLA0F03905g","KLLA0","original","YIP3","N1.HOG0002649","OG0002409"
"KLLA0F03927g","lactis","KLLA0F03927g","KLLA0","original","BOP3","N1.HOG0000643","OG0000420"
"KLLA0F03949g","lactis","KLLA0F03949g","KLLA0","original","SHQ1","N1.HOG0001984","OG0001744"
"KLLA0F03971g","lactis","KLLA0F03971g","KLLA0","original","DPH1","N1.HOG0003326","OG0003086"
"KLLA0F03993g","lactis","KLLA0F03993g","KLLA0","original","COG6","N1.HOG0001463","OG0001223"
"KLLA0F04015g","lactis","KLLA0F04015g","KLLA0","original","XBP1","N1.HOG0003197","OG0002957"
"KLLA0F04037g","lactis","KLLA0F04037g","KLLA0","original","NCE103","N1.HOG0003778","OG0003539"
"KLLA0F04059g","lactis","KLLA0F04059g","KLLA0","original","SGA1","N1.HOG0003614","OG0003372"
"KLLA0F04081g","lactis","KLLA0F04081g","KLLA0","original","FMC1","N1.HOG0003864","OG0003625"
"KLLA0F04103g","lactis","KLLA0F04103g","KLLA0","original","","N1.HOG0001437","OG0001197"
"KLLA0F04125g","lactis","KLLA0F04125g","KLLA0","original","","N1.HOG0004295","OG0004058"
"KLLA0F04169g","lactis","KLLA0F04169g","KLLA0","original","","N1.HOG0004245","OG0004009"
"KLLA0F04191g","lactis","KLLA0F04191g","KLLA0","original","PRP6","N1.HOG0001255","OG0001016"
"KLLA0F04213g","lactis","KLLA0F04213g","KLLA0","original","LYS14","N1.HOG0000218","OG0000125"
"KLLA0F04235g","lactis","KLLA0F04235g","KLLA0","original","","N1.HOG0004398","OG0004162"
"KLLA0F04257g","lactis","KLLA0F04257g","KLLA0","original","","N1.HOG0004295","OG0004058"
"KLLA0F04279g","lactis","KLLA0F04279g","KLLA0","original","","N1.HOG0000087","OG0000045"
"KLLA0F04301g","lactis","KLLA0F04301g","KLLA0","original","YBR053C","N1.HOG0001267","OG0001026"
"KLLA0F04323g","lactis","KLLA0F04323g","KLLA0","original","RFS1","N1.HOG0000050","OG0000027"
"KLLA0F04345g","lactis","KLLA0F04345g","KLLA0","original","REG1","N1.HOG0002158","OG0001918"
"KLLA0F04367g","lactis","KLLA0F04367g","KLLA0","original","VPS54","N1.HOG0001236","OG0000997"
"KLLA0F04389g","lactis","KLLA0F04389g","KLLA0","original","REB1","N1.HOG0000667","OG0000441"
"KLLA0F04411g","lactis","KLLA0F04411g","KLLA0","original","POG1",,
"KLLA0F04433g","lactis","KLLA0F04433g","KLLA0","original","SIM1","N1.HOG0000113","OG0000061"
"KLLA0F04455g","lactis","KLLA0F04455g","KLLA0","original","AYR1","N1.HOG0001728","OG0001488"
"KLLA0F04477g","lactis","KLLA0F04477g","KLLA0","original","KGD1","N1.HOG0002246","OG0002006"
"KLLA0F04499g","lactis","KLLA0F04499g","KLLA0","original","","N1.HOG0000558","OG0000340"
"KLLA0F04521g","lactis","KLLA0F04521g","KLLA0","original","STH1","N1.HOG0000313","OG0000178"
"KLLA0F04543g","lactis","KLLA0F04543g","KLLA0","original","RRT14","N1.HOG0003972","OG0003733"
"KLLA0F04565g","lactis","KLLA0F04565g","KLLA0","original","MET18","N1.HOG0003104","OG0002864"
"KLLA0F04587g","lactis","KLLA0F04587g","KLLA0","original","TAO3","N1.HOG0002344","OG0002104"
"KLLA0F04609g","lactis","KLLA0F04609g","KLLA0","original","ASG1","N1.HOG0000476","OG0000278"
"KLLA0F04631g","lactis","KLLA0F04631g","KLLA0","original","FKH1","N1.HOG0000715","OG0000486"
"KLLA0F04653g","lactis","KLLA0F04653g","KLLA0","original","CSM2","N1.HOG0004554","OG0004318"
"KLLA0F04675g","lactis","KLLA0F04675g","KLLA0","original","","N1.HOG0001318","OG0001077"
"KLLA0F04697g","lactis","KLLA0F04697g","KLLA0","original","FLX1","N1.HOG0002032","OG0001792"
"KLLA0F04741g","lactis","KLLA0F04741g","KLLA0","original","LAT1","N1.HOG0002701","OG0002461"
