Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_L07205,GWK60_L07205,ORF,0
GWK60_L07227,GWK60_L07227,ORF,17
GWK60_L07271,GWK60_L07271,ORF,0
GWK60_L07293,GWK60_L07293,ORF,0
GWK60_L07315,GWK60_L07315,ORF,2
GWK60_L07337,GWK60_L07337,ORF,3
GWK60_L07381,CWH43,ORF,1
GWK60_L07403,GWK60_L07403,ORF,2
GWK60_L07425,GWK60_L07425,ORF,5
GWK60_L07447,GWK60_L07447,ORF,0
GWK60_L07469,GWK60_L07469,ORF,2
GWK60_L07491,GWK60_L07491,ORF,4
GWK60_L07513,PGK1,ORF,0
GWK60_L07535,GWK60_L07535,ORF,8
GWK60_L07557,GWK60_L07557,ORF,0
GWK60_L07579,GLO1,ORF,2
GWK60_L07601,GWK60_L07601,ORF,4
GWK60_L07645,GWK60_L07645,ORF,0
GWK60_L07667,GWK60_L07667,ORF,6
GWK60_L07689,GWK60_L07689,ORF,5
GWK60_L07711,GWK60_L07711,ORF,0
GWK60_L07733,GWK60_L07733,ORF,0
GWK60_L07755,GWK60_L07755,ORF,0
GWK60_L07777,PHO2,ORF,6
GWK60_L07799,GWK60_L07799,ORF,0
GWK60_L07821,GWK60_L07821,ORF,2
GWK60_L07843,GWK60_L07843,ORF,0
GWK60_L07865,GWK60_L07865,ORF,0
GWK60_L07887,DUN1,ORF,0
GWK60_L07909,GET3,ORF,0
GWK60_L07931,GWK60_L07931,ORF,0
GWK60_L07953,GWK60_L07953,ORF,0
GWK60_L07975,GWK60_L07975,ORF,0
GWK60_L07997,GWK60_L07997,ORF,4
GWK60_L08019,GWK60_L08019,ORF,9
GWK60_L08041,GWK60_L08041,ORF,3
GWK60_L08063,GWK60_L08063,ORF,0
GWK60_L08085,GWK60_L08085,ORF,0
GWK60_L08107,GWK60_L08107,ORF,0
GWK60_L08129,GWK60_L08129,ORF,0
GWK60_L08151,GWK60_L08151,ORF,0
GWK60_L08173,GWK60_L08173,ORF,0
GWK60_L08195,GWK60_L08195,ORF,1
GWK60_L08217,GWK60_L08217,ORF,1
GWK60_L08239,GWK60_L08239,ORF,0
GWK60_L08261,TIF34,ORF,0
GWK60_L08283,GWK60_L08283,ORF,0
GWK60_L08305,GWK60_L08305,ORF,1
GWK60_L08327,GWK60_L08327,ORF,0
GWK60_L08349,GWK60_L08349,ORF,2
GWK60_L08371,THI3,ORF,2
GWK60_L08393,GWK60_L08393,ORF,4
GWK60_L08415,GWK60_L08415,ORF,5
GWK60_L08437,GWK60_L08437,ORF,11
GWK60_L08459,GWK60_L08459,ORF,1
GWK60_L08481,GWK60_L08481,ORF,0
GWK60_L08503,GWK60_L08503,ORF,0
GWK60_L08525,GWK60_L08525,ORF,0
GWK60_L08547,YHB1,ORF,12
GWK60_L08569,GWK60_L08569,ORF,3
GWK60_L08591,PHO81,ORF,5
GWK60_L08613,NAS6,ORF,1
GWK60_L08635,GWK60_L08635,ORF,4
GWK60_L08657,GWK60_L08657,ORF,1
GWK60_L08679,GWK60_L08679,ORF,0
GWK60_L08701,GWK60_L08701,ORF,0
GWK60_L08723,GWK60_L08723,ORF,2
GWK60_L08745,GWK60_L08745,ORF,3
GWK60_L08767,GWK60_L08767,ORF,7
GWK60_L08789,GWK60_L08789,ORF,0
GWK60_L08811,YCF1,ORF,8
GWK60_L08855,GWK60_L08855,ORF,0
GWK60_L08877,GWK60_L08877,ORF,1
GWK60_L08899,GWK60_L08899,ORF,6
GWK60_L08921,GWK60_L08921,ORF,1
GWK60_L08943,GWK60_L08943,ORF,1
GWK60_L08965,BMH1(B),ORF,0
GWK60_L08987,GWK60_L08987,ORF,1
GWK60_L09009,GWK60_L09009,ORF,3
GWK60_L09031,GWK60_L09031,ORF,0
GWK60_L09053,GWK60_L09053,ORF,0
GWK60_L09075,GWK60_L09075,ORF,1
GWK60_L09097,TPN1,ORF,1
GWK60_L09119,GWK60_L09119,ORF,3
GWK60_L09141,STR3,ORF,0
GWK60_L09163,GWK60_L09163,ORF,3
GWK60_L09185,GWK60_L09185,ORF,0
GWK60_L09207,GWK60_L09207,ORF,7
GWK60_L09229,GWK60_L09229,ORF,2
GWK60_L09251,GWK60_L09251,ORF,7
GWK60_L09273,GWK60_L09273,ORF,2
GWK60_L09295,GWK60_L09295,ORF,4
GWK60_L09317,GWK60_L09317,ORF,2
GWK60_L09339,GWK60_L09339,ORF,0
GWK60_L09361,GWK60_L09361,ORF,1
GWK60_L09383,GWK60_L09383,ORF,0
GWK60_L09405,GWK60_L09405,ORF,1
GWK60_L09427,GWK60_L09427,ORF,5
GWK60_L09471,GWK60_L09471,ORF,2
GWK60_L09493,GWK60_L09493,ORF,0
GWK60_L09515,GWK60_L09515,ORF,1
GWK60_L09537,GWK60_L09537,ORF,22
GWK60_L09559,TRK1,ORF,3
GWK60_L09581,PBS2,ORF,0
GWK60_L09603,GWK60_L09603,ORF,0
GWK60_L09625,GWK60_L09625,ORF,3
GWK60_L09647,GWK60_L09647,ORF,1
GWK60_L09669,GWK60_L09669,ORF,0
GWK60_L09691,GWK60_L09691,ORF,0
GWK60_L09713,GWK60_L09713,ORF,2
GWK60_L09735,GWK60_L09735,ORF,1
GWK60_L09757,GWK60_L09757,ORF,0
GWK60_L09779,PHO86,ORF,1
GWK60_L09801,SUN4,ORF,1
GWK60_L09823,GWK60_L09823,ORF,0
GWK60_L09845,GWK60_L09845,ORF,0
GWK60_L09867,GWK60_L09867,ORF,0
GWK60_L09889,GWK60_L09889,ORF,2
GWK60_L09911,GWK60_L09911,ORF,0
GWK60_L09933,GWK60_L09933,ORF,1
GWK60_L09955,GWK60_L09955,ORF,4
GWK60_L09977,MDH1,ORF,4
GWK60_L09999,GWK60_L09999,ORF,1
GWK60_L10021,GWK60_L10021,ORF,0
GWK60_L10043,GWK60_L10043,ORF,2
GWK60_L10065,GWK60_L10065,ORF,1
GWK60_L10087,GWK60_L10087,ORF,8
GWK60_L10109,GWK60_L10109,ORF,2
GWK60_L10131,GWK60_L10131,ORF,0
GWK60_L10153,GWK60_L10153,ORF,0
GWK60_L10175,GWK60_L10175,ORF,1
GWK60_L10197,GWK60_L10197,ORF,0
GWK60_L10241,GWK60_L10241,ORF,1
GWK60_L10263,GWK60_L10263,ORF,2
GWK60_L10307,GWK60_L10307,ORF,0
GWK60_L10329,GWK60_L10329,ORF,0
GWK60_L10351,GWK60_L10351,ORF,0
GWK60_L10373,GWK60_L10373,ORF,1
GWK60_L10395,GWK60_L10395,ORF,1
GWK60_L10417,GWK60_L10417,ORF,0
GWK60_L10439,GWK60_L10439,ORF,1
GWK60_L10461,GWK60_L10461,ORF,0
GWK60_L10483,GWK60_L10483,ORF,0
GWK60_L10505,GWK60_L10505,ORF,2
GWK60_L10527,GWK60_L10527,ORF,2
GWK60_L10549,HEM15,ORF,0
GWK60_L10571,GWK60_L10571,ORF,2
GWK60_L10593,GWK60_L10593,ORF,0
GWK60_L10615,GWK60_L10615,ORF,24
GWK60_L10637,GWK60_L10637,ORF,4
GWK60_L10659,GWK60_L10659,ORF,2
GWK60_L10681,GWK60_L10681,ORF,0
GWK60_L10703,GWK60_L10703,ORF,0
GWK60_L10725,GWK60_L10725,ORF,4
GWK60_L10747,GWK60_L10747,ORF,1
GWK60_L10769,GWK60_L10769,ORF,0
GWK60_L10791,GWK60_L10791,ORF,2
GWK60_L10813,GWK60_L10813,ORF,4
GWK60_L10835,GWK60_L10835,ORF,3
GWK60_L10857,GWK60_L10857,ORF,0
GWK60_L10879,GWK60_L10879,ORF,0
GWK60_L10901,GWK60_L10901,ORF,0
GWK60_L10923,GWK60_L10923,ORF,0
GWK60_L10945,GWK60_L10945,ORF,2
GWK60_L10967,GWK60_L10967,ORF,4
GWK60_L10989,RPB2,ORF,0
GWK60_L11011,GWK60_L11011,ORF,0
GWK60_L11033,GWK60_L11033,ORF,0
GWK60_L11055,GWK60_L11055,ORF,0
GWK60_L11077,GWK60_L11077,ORF,4
GWK60_L11099,GWK60_L11099,ORF,0
GWK60_L11121,GWK60_L11121,ORF,0
GWK60_L11143,GWK60_L11143,ORF,1
GWK60_L11165,GWK60_L11165,ORF,1
GWK60_L11187,GWK60_L11187,ORF,0
GWK60_L11209,GWK60_L11209,ORF,1
GWK60_L11231,GWK60_L11231,ORF,2
GWK60_L11253,GWK60_L11253,ORF,1
GWK60_L11275,GWK60_L11275,ORF,6
GWK60_L11297,GWK60_L11297,ORF,6
GWK60_L11319,GWK60_L11319,ORF,9
GWK60_L11341,GWK60_L11341,ORF,19
GWK60_L11363,GWK60_L11363,ORF,0
GWK60_L11385,GWK60_L11385,ORF,0
GWK60_L11407,GWK60_L11407,ORF,0
GWK60_L11429,GWK60_L11429,ORF,0
GWK60_L11451,GWK60_L11451,ORF,0
GWK60_L11473,GWK60_L11473,ORF,6
GWK60_L11495,GWK60_L11495,ORF,0
GWK60_L11517,GWK60_L11517,ORF,7
GWK60_L11539,GWK60_L11539,ORF,7
GWK60_L11561,GWK60_L11561,ORF,2
GWK60_L11583,GWK60_L11583,ORF,7
GWK60_L11605,GSH1,ORF,0
GWK60_L11627,GWK60_L11627,ORF,14
GWK60_L11649,GWK60_L11649,ORF,4
GWK60_L11671,GWK60_L11671,ORF,0
GWK60_L11693,GWK60_L11693,ORF,0
GWK60_L11715,BCK1,ORF,3
GWK60_L11737,GWK60_L11737,ORF,7
GWK60_L11759,GWK60_L11759,ORF,5
GWK60_L11781,GWK60_L11781,ORF,3
GWK60_L11803,GWK60_L11803,ORF,0
GWK60_L11825,GWK60_L11825,ORF,0
GWK60_L11847,GWK60_L11847,ORF,13
GWK60_L11869,GWK60_L11869,ORF,2
GWK60_L11891,GWK60_L11891,ORF,5
GWK60_L11913,GWK60_L11913,ORF,5
GWK60_L11935,GWK60_L11935,ORF,6
GWK60_L11957,GAP1,ORF,24
GWK60_L11979,GWK60_L11979,ORF,0
GWK60_L12001,GWK60_L12001,ORF,0
GWK60_L12023,GWK60_L12023,ORF,2
GWK60_L12045,GWK60_L12045,ORF,0
GWK60_L12067,GWK60_L12067,ORF,7
GWK60_L12089,GWK60_L12089,ORF,14
GWK60_L12111,GWK60_L12111,ORF,2
GWK60_L12133,GWK60_L12133,ORF,4
GWK60_L12155,GWK60_L12155,ORF,4
GWK60_L12177,GWK60_L12177,ORF,0
GWK60_L12199,GWK60_L12199,ORF,0
GWK60_L12221,GCN3,ORF,1
GWK60_L12243,GWK60_L12243,ORF,0
GWK60_L12265,GWK60_L12265,ORF,10
GWK60_L12287,HIS3,ORF,1
GWK60_L12309,GWK60_L12309,ORF,0
GWK60_L12331,GWK60_L12331,ORF,1
GWK60_L12353,GWK60_L12353,ORF,0
GWK60_L12375,GWK60_L12375,ORF,0
GWK60_L12397,GWK60_L12397,ORF,7
GWK60_L12419,GWK60_L12419,ORF,0
GWK60_L12441,GWK60_L12441,ORF,0
GWK60_L12463,GWK60_L12463,ORF,1
GWK60_L12485,GWK60_L12485,ORF,4
GWK60_L12507,GWK60_L12507,ORF,1
GWK60_L12529,GWK60_L12529,ORF,1
GWK60_L12551,GWK60_L12551,ORF,1
GWK60_L12573,GWK60_L12573,ORF,1
GWK60_L12595,GWK60_L12595,ORF,9
GWK60_L12617,GWK60_L12617,ORF,1
GWK60_L12639,GWK60_L12639,ORF,24
GWK60_L12661,GWK60_L12661,ORF,3
GWK60_L12683,HST2,ORF,7
GWK60_L12727,GWK60_L12727,ORF,7
GWK60_L12749,GWK60_L12749,ORF,1
GWK60_L12771,GWK60_L12771,ORF,0
GWK60_L12793,GWK60_L12793,ORF,4
GWK60_L12815,GWK60_L12815,ORF,2
GWK60_L12837,GWK60_L12837,ORF,11
GWK60_L12859,GWK60_L12859,ORF,0
GWK60_L12881,GWK60_L12881,ORF,0
GWK60_L12903,GWK60_L12903,ORF,14
GWK60_L12925,GWK60_L12925,ORF,7
GWK60_L12947,LSP1,ORF,6
GWK60_L12969,GWK60_L12969,ORF,15
GWK60_L12991,GWK60_L12991,ORF,0
GWK60_L13013,GWK60_L13013,ORF,12
GWK60_L13035,GWK60_L13035,ORF,5
GWK60_L13057,GWK60_L13057,ORF,40
GWK60_L13079,GWK60_L13079,ORF,47
GWK60_L13101,GWK60_L13101,ORF,19
GWK60_L13123,GWK60_L13123,ORF,3
GWK60_L13145,GWK60_L13145,ORF,0
GWK60_L13167,GWK60_L13167,ORF,6
GWK60_L13189,GWK60_L13189,ORF,10
GWK60_L13211,GWK60_L13211,ORF,14
GWK60_L13233,GWK60_L13233,ORF,4
GWK60_L13255,GWK60_L13255,ORF,6
GWK60_L13277,GWK60_L13277,ORF,11
GWK60_L13299,GWK60_L13299,ORF,14
GWK60_L13343,HAA1,ORF,6
GWK60_L13365,GWK60_L13365,ORF,8
GWK60_L13387,GWK60_L13387,ORF,5
GWK60_L13453,GWK60_L13453,ORF,0
GWK60_L13475,GWK60_L13475,ORF,0
GWK60_L13497,GWK60_L13497,ORF,12
GWK60_L13541,GWK60_L13541,ORF,3
GWK60_L13585,GWK60_L13585,ORF,0
GWK60_L13607,GWK60_L13607,ORF,0
GWK60_L13629,GWK60_L13629,ORF,2
GWK60_L13651,GWK60_L13651,ORF,1
GWK60_L13673,GWK60_L13673,ORF,0
GWK60_L13695,GWK60_L13695,ORF,5
GWK60_L13717,ATP7,ORF,0
GWK60_L13739,GWK60_L13739,ORF,3
GWK60_L13761,GWK60_L13761,ORF,0
GWK60_L13783,GWK60_L13783,ORF,0
GWK60_L13805,RAM2,ORF,1
GWK60_L13827,GWK60_L13827,ORF,0
GWK60_L13849,GWK60_L13849,ORF,2
GWK60_L13871,GWK60_L13871,ORF,0
GWK60_L13893,GWK60_L13893,ORF,8
GWK60_L13915,GWK60_L13915,ORF,27
GWK60_L13937,GWK60_L13937,ORF,2
GWK60_L13959,GWK60_L13959,ORF,5
GWK60_L13981,GWK60_L13981,ORF,1
GWK60_L14003,GWK60_L14003,ORF,1
GWK60_L14025,GWK60_L14025,ORF,0
GWK60_L14047,GWK60_L14047,ORF,5
GWK60_L14091,GWK60_L14091,ORF,65
GWK60_L14113,GWK60_L14113,ORF,5
GWK60_L14135,RSB1,ORF,2
GWK60_L14157,GWK60_L14157,ORF,1
GWK60_L14179,GWK60_L14179,ORF,1
GWK60_L14201,GWK60_L14201,ORF,7
GWK60_L14223,GWK60_L14223,ORF,2
GWK60_L14245,GWK60_L14245,ORF,1
GWK60_L14289,GWK60_L14289,ORF,5
GWK60_L14311,GWK60_L14311,ORF,0
GWK60_L14333,GWK60_L14333,ORF,0
GWK60_L14355,GWK60_L14355,ORF,4
GWK60_L14377,CYT1,ORF,1
GWK60_L14399,GWK60_L14399,ORF,1
GWK60_L14421,GWK60_L14421,ORF,3
GWK60_L14443,GWK60_L14443,ORF,1
GWK60_L14465,GWK60_L14465,ORF,2
GWK60_L14487,GWK60_L14487,ORF,1
GWK60_L14509,GWK60_L14509,ORF,1
GWK60_L14531,PDR13,ORF,2
GWK60_L14553,GWK60_L14553,ORF,11
GWK60_L14575,GWK60_L14575,ORF,0
GWK60_L14597,GWK60_L14597,ORF,0
GWK60_L14619,GWK60_L14619,ORF,6
GWK60_L14641,GWK60_L14641,ORF,0
GWK60_L14663,GWK60_L14663,ORF,1
GWK60_L14685,ERG2,ORF,0
GWK60_L14707,GWK60_L14707,ORF,2
GWK60_L14729,PFK2,ORF,1
GWK60_L14751,GWK60_L14751,ORF,2
GWK60_L14773,GWK60_L14773,ORF,65
GWK60_L14795,GWK60_L14795,ORF,0
GWK60_L14817,GWK60_L14817,ORF,1
GWK60_L14839,GWK60_L14839,ORF,5
GWK60_L14861,GWK60_L14861,ORF,0
GWK60_L14883,GWK60_L14883,ORF,2
GWK60_L14905,GWK60_L14905,ORF,0
GWK60_L14927,GWK60_L14927,ORF,3
GWK60_L14949,GWK60_L14949,ORF,0
GWK60_L14971,GWK60_L14971,ORF,0
GWK60_L14993,RFM1,ORF,0
GWK60_L15015,GWK60_L15015,ORF,4
GWK60_L15037,GWK60_L15037,ORF,0
GWK60_L15059,GWK60_L15059,ORF,1
GWK60_L15081,CNA1,ORF,1
GWK60_L15103,GWK60_L15103,ORF,3
GWK60_L15125,GWK60_L15125,ORF,4
GWK60_L15147,GWK60_L15147,ORF,0
GWK60_L15169,GWK60_L15169,ORF,0
GWK60_L15191,GWK60_L15191,ORF,1
GWK60_L15213,TEM1,ORF,0
GWK60_L15235,GWK60_L15235,ORF,0
GWK60_L15257,GWK60_L15257,ORF,2
GWK60_L15279,GWK60_L15279,ORF,1
GWK60_L15301,GWK60_L15301,ORF,3
GWK60_L15323,GWK60_L15323,ORF,0
GWK60_L15345,GWK60_L15345,ORF,1
GWK60_L15389,GWK60_L15389,ORF,1
GWK60_L15411,GWK60_L15411,ORF,11
GWK60_L15433,GWK60_L15433,ORF,0
GWK60_L15455,GWK60_L15455,ORF,3
GWK60_L15477,GWK60_L15477,ORF,0
GWK60_L15499,BIG1,ORF,0
GWK60_L15521,GWK60_L15521,ORF,1
GWK60_L15543,GWK60_L15543,ORF,2
GWK60_L15565,GWK60_L15565,ORF,0
GWK60_L15587,GWK60_L15587,ORF,2
GWK60_L15609,GWK60_L15609,ORF,0
GWK60_L15631,GWK60_L15631,ORF,0
GWK60_L15675,GWK60_L15675,ORF,1
GWK60_L15697,GWK60_L15697,ORF,3
GWK60_L15719,GWK60_L15719,ORF,2
GWK60_L15741,GWK60_L15741,ORF,5
GWK60_L15763,GWK60_L15763,ORF,2
GWK60_L15785,GWK60_L15785,ORF,1
GWK60_L15807,GWK60_L15807,ORF,4
GWK60_L15829,CCA1,ORF,0
GWK60_L15851,GWK60_L15851,ORF,4
GWK60_L15873,GWK60_L15873,ORF,2
GWK60_L15895,GWK60_L15895,ORF,0
GWK60_L15917,GWK60_L15917,ORF,0
GWK60_L15939,GWK60_L15939,ORF,1
GWK60_L15961,GWK60_L15961,ORF,1
GWK60_L15983,GWK60_L15983,ORF,3
GWK60_L16005,GWK60_L16005,ORF,7
GWK60_L16027,BMH1(A),ORF,1
GWK60_L16049,GWK60_L16049,ORF,0
GWK60_L16071,GWK60_L16071,ORF,1
GWK60_L16093,GWK60_L16093,ORF,0
GWK60_L16115,GWK60_L16115,ORF,4
GWK60_L16137,GWK60_L16137,ORF,0
GWK60_L16159,GWK60_L16159,ORF,1
GWK60_L16181,GWK60_L16181,ORF,1
GWK60_L16203,GWK60_L16203,ORF,0
GWK60_L16225,GWK60_L16225,ORF,0
GWK60_L16247,GWK60_L16247,ORF,1
GWK60_L16269,GWK60_L16269,ORF,0
GWK60_L16291,GWK60_L16291,ORF,6
GWK60_L16313,GWK60_L16313,ORF,6
GWK60_L16335,GWK60_L16335,ORF,0
GWK60_L16357,SUV3,ORF,0
GWK60_L16379,GWK60_L16379,ORF,2
GWK60_L16423,GWK60_L16423,ORF,3
GWK60_L16445,PHO85,ORF,0
GWK60_L16467,GWK60_L16467,ORF,1
GWK60_L16489,GWK60_L16489,ORF,1
GWK60_L16511,GWK60_L16511,ORF,1
GWK60_L16533,GWK60_L16533,ORF,0
GWK60_L16555,GWK60_L16555,ORF,2
GWK60_L16577,GWK60_L16577,ORF,1
GWK60_L16599,GWK60_L16599,ORF,0
GWK60_L16621,GWK60_L16621,ORF,0
GWK60_L16643,GWK60_L16643,ORF,0
GWK60_L16665,GWK60_L16665,ORF,1
GWK60_L16687,GWK60_L16687,ORF,1
GWK60_L16709,DIG1,ORF,1
GWK60_L16731,GWK60_L16731,ORF,0
GWK60_L16753,GWK60_L16753,ORF,1
GWK60_L16775,GWK60_L16775,ORF,1
GWK60_L16797,GWK60_L16797,ORF,1
GWK60_L16819,GWK60_L16819,ORF,3
GWK60_L16841,GWK60_L16841,ORF,3
GWK60_L16863,GWK60_L16863,ORF,0
GWK60_L16885,GWK60_L16885,ORF,0
GWK60_L16907,GWK60_L16907,ORF,2
GWK60_L16929,GWK60_L16929,ORF,3
GWK60_L16951,GWK60_L16951,ORF,0
GWK60_L16973,GWK60_L16973,ORF,1
GWK60_L16995,GWK60_L16995,ORF,2
GWK60_L17017,NDT80,ORF,0
GWK60_L17039,RGR1,ORF,0
GWK60_L17061,GWK60_L17061,ORF,0
GWK60_L17083,GWK60_L17083,ORF,3
GWK60_L17105,GWK60_L17105,ORF,1
GWK60_L17127,GWK60_L17127,ORF,0
GWK60_L17149,GWK60_L17149,ORF,0
GWK60_L17171,GWK60_L17171,ORF,2
GWK60_L17193,GWK60_L17193,ORF,1
GWK60_L17215,GWK60_L17215,ORF,3
GWK60_L17237,EPA11,ORF,6
GWK60_L17259,EPA13,ORF,2
GWK60_L17281,TNR1,ORF,2
GWK60_L17655,EPA14a,ORF,0
GWK60_M00011,GWK60_M00011,ORF,0
GWK60_M00033,EPA12,ORF,2
GWK60_M00055,CYN1,ORF,2
GWK60_M00077,BAT2,ORF,4
GWK60_M00099,GWK60_M00099,ORF,0
GWK60_M00121,GWK60_M00121,ORF,3
GWK60_M00143,GWK60_M00143,ORF,1
GWK60_M00165,GWK60_M00165,ORF,0
GWK60_M00187,HIR3,ORF,1
GWK60_M00209,GWK60_M00209,ORF,12
GWK60_M00231,HOM6,ORF,1
GWK60_M00253,GWK60_M00253,ORF,2
GWK60_M00275,GWK60_M00275,ORF,13
GWK60_M00297,GWK60_M00297,ORF,0
GWK60_M00319,GWK60_M00319,ORF,1
GWK60_M00341,GWK60_M00341,ORF,1
GWK60_M00363,GWK60_M00363,ORF,1
GWK60_M00385,GWK60_M00385,ORF,3
GWK60_M00407,GWK60_M00407,ORF,4
GWK60_M00429,GWK60_M00429,ORF,7
GWK60_M00451,GWK60_M00451,ORF,1
GWK60_M00473,GWK60_M00473,ORF,7
GWK60_M00495,GWK60_M00495,ORF,3
GWK60_M00517,GWK60_M00517,ORF,0
GWK60_M00539,GWK60_M00539,ORF,2
GWK60_M00561,GWK60_M00561,ORF,0
GWK60_M00583,GWK60_M00583,ORF,0
GWK60_M00605,GWK60_M00605,ORF,0
GWK60_M00627,GWK60_M00627,ORF,1
GWK60_M00649,ECM7,ORF,0
GWK60_M00671,SIR3,ORF,4
GWK60_M00693,GWK60_M00693,ORF,0
GWK60_M00715,GWK60_M00715,ORF,1
GWK60_M00737,GWK60_M00737,ORF,0
GWK60_M00759,MRPL4,ORF,1
GWK60_M00781,GWK60_M00781,ORF,0
GWK60_M00803,CAR2,ORF,6
GWK60_M00825,GWK60_M00825,ORF,0
GWK60_M00847,GWK60_M00847,ORF,0
GWK60_M00869,GWK60_M00869,ORF,2
GWK60_M00891,GWK60_M00891,ORF,0
GWK60_M00913,GWK60_M00913,ORF,0
GWK60_M00957,GWK60_M00957,ORF,0
GWK60_M00979,GWK60_M00979,ORF,2
GWK60_M01001,GWK60_M01001,ORF,0
GWK60_M01023,GWK60_M01023,ORF,1
GWK60_M01045,MSN5,ORF,0
GWK60_M01067,GWK60_M01067,ORF,2
GWK60_M01089,GWK60_M01089,ORF,0
GWK60_M01111,GWK60_M01111,ORF,0
GWK60_M01133,GWK60_M01133,ORF,5
GWK60_M01155,STE12,ORF,3
GWK60_M01177,GWK60_M01177,ORF,3
GWK60_M01199,GWK60_M01199,ORF,0
GWK60_M01221,GWK60_M01221,ORF,2
GWK60_M01243,PEX3,ORF,1
GWK60_M01265,CBF3D,ORF,0
GWK60_M01287,GWK60_M01287,ORF,2
GWK60_M01309,GWK60_M01309,ORF,0
GWK60_M01331,GWK60_M01331,ORF,0
GWK60_M01353,GWK60_M01353,ORF,5
GWK60_M01375,GWK60_M01375,ORF,0
GWK60_M01397,GWK60_M01397,ORF,0
GWK60_M01419,SHE9,ORF,1
GWK60_M01441,SPT3,ORF,0
GWK60_M01463,GWK60_M01463,ORF,2
GWK60_M01507,GWK60_M01507,ORF,0
GWK60_M01529,SAC7,ORF,1
GWK60_M01551,GWK60_M01551,ORF,0
GWK60_M01573,GWK60_M01573,ORF,2
GWK60_M01595,GWK60_M01595,ORF,8
GWK60_M01617,GWK60_M01617,ORF,4
GWK60_M01639,GWK60_M01639,ORF,1
GWK60_M01661,CDR1,ORF,10
GWK60_M01683,GWK60_M01683,ORF,0
GWK60_M01705,GWK60_M01705,ORF,0
GWK60_M01727,ECM33,ORF,3
GWK60_M01749,GWK60_M01749,ORF,0
GWK60_M01771,GWK60_M01771,ORF,2
GWK60_M01793,GWK60_M01793,ORF,2
GWK60_M01815,GWK60_M01815,ORF,1
GWK60_M01837,GWK60_M01837,ORF,1
GWK60_M01859,GWK60_M01859,ORF,1
GWK60_M01881,GWK60_M01881,ORF,1
GWK60_M01903,GWK60_M01903,ORF,2
GWK60_M01925,GWK60_M01925,ORF,1
GWK60_M01947,GWK60_M01947,ORF,2
GWK60_M01969,GWK60_M01969,ORF,3
GWK60_M01991,GWK60_M01991,ORF,1
GWK60_M02013,GWK60_M02013,ORF,0
GWK60_M02035,GWK60_M02035,ORF,6
GWK60_M02057,GWK60_M02057,ORF,0
GWK60_M02079,GWK60_M02079,ORF,1
GWK60_M02101,GWK60_M02101,ORF,8
GWK60_M02123,PEP4,ORF,0
GWK60_M02145,GWK60_M02145,ORF,0
GWK60_M02167,GWK60_M02167,ORF,0
GWK60_M02189,GWK60_M02189,ORF,0
GWK60_M02211,GWK60_M02211,ORF,3
GWK60_M02233,GWK60_M02233,ORF,2
GWK60_M02255,GWK60_M02255,ORF,0
GWK60_M02277,GWK60_M02277,ORF,0
GWK60_M02299,GWK60_M02299,ORF,1
GWK60_M02321,GWK60_M02321,ORF,0
GWK60_M02343,KES1,ORF,0
GWK60_M02365,GWK60_M02365,ORF,1
GWK60_M02387,GWK60_M02387,ORF,0
GWK60_M02409,GWK60_M02409,ORF,4
GWK60_M02431,GWK60_M02431,ORF,0
GWK60_M02453,GWK60_M02453,ORF,0
GWK60_M02475,GWK60_M02475,ORF,1
GWK60_M02497,GWK60_M02497,ORF,2
GWK60_M02519,GWK60_M02519,ORF,1
GWK60_M02541,GWK60_M02541,ORF,5
GWK60_M02563,GWK60_M02563,ORF,0
GWK60_M02585,GWK60_M02585,ORF,0
GWK60_M02607,GWK60_M02607,ORF,1
GWK60_M02629,ANC1,ORF,1
GWK60_M02651,TBF1,ORF,2
GWK60_M02673,GWK60_M02673,ORF,0
GWK60_M02695,GWK60_M02695,ORF,1
GWK60_M02717,GWK60_M02717,ORF,1
GWK60_M02739,GWK60_M02739,ORF,3
GWK60_M02761,GWK60_M02761,ORF,1
GWK60_M02783,GWK60_M02783,ORF,0
GWK60_M02805,GWK60_M02805,ORF,1
GWK60_M02827,GWK60_M02827,ORF,0
GWK60_M02849,GWK60_M02849,ORF,2
GWK60_M02871,GWK60_M02871,ORF,0
GWK60_M02893,GWK60_M02893,ORF,3
GWK60_M02915,GWK60_M02915,ORF,0
GWK60_M02937,GWK60_M02937,ORF,0
GWK60_M02959,GWK60_M02959,ORF,0
GWK60_M02981,GWK60_M02981,ORF,1
GWK60_M03003,GWK60_M03003,ORF,3
GWK60_M03025,GWK60_M03025,ORF,3
GWK60_M03047,GWK60_M03047,ORF,2
GWK60_M03069,GWK60_M03069,ORF,0
GWK60_M03091,GWK60_M03091,ORF,6
GWK60_M03113,GWK60_M03113,ORF,4
GWK60_M03135,GWK60_M03135,ORF,3
GWK60_M03157,GWK60_M03157,ORF,0
GWK60_M03179,GWK60_M03179,ORF,0
GWK60_M03201,GWK60_M03201,ORF,1
GWK60_M03223,GWK60_M03223,ORF,1
GWK60_M03245,GWK60_M03245,ORF,0
GWK60_M03267,GWK60_M03267,ORF,1
GWK60_M03289,GWK60_M03289,ORF,3
GWK60_M03311,GWK60_M03311,ORF,4
GWK60_M03333,GWK60_M03333,ORF,1
GWK60_M03377,GWK60_M03377,ORF,0
GWK60_M03399,GWK60_M03399,ORF,0
