Standard name,Common name,Type,Lib yH298-parent-pool1
GWK60_E05643,GWK60_E05643,ORF,5
GWK60_E05665,ALG5,ORF,5
GWK60_E05687,GWK60_E05687,ORF,0
GWK60_E05709,GWK60_E05709,ORF,0
GWK60_E05731,GWK60_E05731,ORF,5
GWK60_E05753,GWK60_E05753,ORF,5
GWK60_E05775,GWK60_E05775,ORF,0
GWK60_E05797,GWK60_E05797,ORF,0
GWK60_E05819,GWK60_E05819,ORF,0
GWK60_E05841,GWK60_E05841,ORF,0
GWK60_E05863,GWK60_E05863,ORF,5
GWK60_E05885,RCN1,ORF,4
GWK60_E05907,GWK60_E05907,ORF,2
GWK60_E05929,GWK60_E05929,ORF,1
GWK60_E05951,GWK60_E05951,ORF,1
GWK60_E05973,GWK60_E05973,ORF,0
GWK60_E05995,GPM1,ORF,1
GWK60_E06017,GWK60_E06017,ORF,2
GWK60_E06039,GWK60_E06039,ORF,11
GWK60_E06061,GWK60_E06061,ORF,0
GWK60_E06083,GWK60_E06083,ORF,0
GWK60_E06105,GWK60_E06105,ORF,4
GWK60_E06127,GWK60_E06127,ORF,0
GWK60_E06149,GWK60_E06149,ORF,0
GWK60_E06171,GWK60_E06171,ORF,0
GWK60_E06193,GWK60_E06193,ORF,0
GWK60_E06215,GWK60_E06215,ORF,3
GWK60_E06237,EPA1,ORF,1
GWK60_E06259,EPA2,ORF,0
GWK60_E06281,EPA3,ORF,0
GWK60_F00011,EPA16,ORF,2
GWK60_F00033,GWK60_F00033,ORF,0
GWK60_F00055,FET4,ORF,7
GWK60_F00077,GWK60_F00077,ORF,3
GWK60_F00099,GWK60_F00099,ORF,4
GWK60_F00121,GWK60_F00121,ORF,4
GWK60_F00143,GWK60_F00143,ORF,0
GWK60_F00165,GWK60_F00165,ORF,3
GWK60_F00187,GWK60_F00187,ORF,0
GWK60_F00209,GWK60_F00209,ORF,12
GWK60_F00231,OPI3,ORF,0
GWK60_F00275,GWK60_F00275,ORF,2
GWK60_F00297,GWK60_F00297,ORF,6
GWK60_F00319,GWK60_F00319,ORF,0
GWK60_F00341,GWK60_F00341,ORF,0
GWK60_F00363,GWK60_F00363,ORF,1
GWK60_F00385,GWK60_F00385,ORF,0
GWK60_F00407,GWK60_F00407,ORF,0
GWK60_F00429,GWK60_F00429,ORF,0
GWK60_F00451,GWK60_F00451,ORF,5
GWK60_F00473,GLK1,ORF,0
GWK60_F00495,GWK60_F00495,ORF,3
GWK60_F00517,GWK60_F00517,ORF,2
GWK60_F00539,GWK60_F00539,ORF,1
GWK60_F00561,PRO2,ORF,1
GWK60_F00583,GWK60_F00583,ORF,1
GWK60_F00605,GWK60_F00605,ORF,0
GWK60_F00627,GWK60_F00627,ORF,10
GWK60_F00649,GAL11B,ORF,6
GWK60_F00671,GSH2,ORF,0
GWK60_F00693,GWK60_F00693,ORF,3
GWK60_F00715,GWK60_F00715,ORF,2
GWK60_F00737,GWK60_F00737,ORF,8
GWK60_F00759,PEX15,ORF,1
GWK60_F00781,TPD3,ORF,3
GWK60_F00803,GWK60_F00803,ORF,1
GWK60_F00825,GWK60_F00825,ORF,0
GWK60_F00847,GWK60_F00847,ORF,2
GWK60_F00869,GWK60_F00869,ORF,0
GWK60_F00891,GWK60_F00891,ORF,3
GWK60_F00913,GWK60_F00913,ORF,0
GWK60_F00935,GWK60_F00935,ORF,0
GWK60_F00957,GWK60_F00957,ORF,1
GWK60_F00979,GWK60_F00979,ORF,3
GWK60_F01001,GWK60_F01001,ORF,0
GWK60_F01023,GWK60_F01023,ORF,1
GWK60_F01045,GWK60_F01045,ORF,7
GWK60_F01067,YAP7,ORF,7
GWK60_F01089,GAS5,ORF,10
GWK60_F01133,GWK60_F01133,ORF,2
GWK60_F01177,GWK60_F01177,ORF,2
GWK60_F01199,AUS1,ORF,6
GWK60_F01221,TIR1,ORF,8
GWK60_F01243,TIR2,ORF,9
GWK60_F01265,SLG1,ORF,0
GWK60_F01287,GWK60_F01287,ORF,0
GWK60_F01309,GWK60_F01309,ORF,0
GWK60_F01331,GWK60_F01331,ORF,3
GWK60_F01353,GWK60_F01353,ORF,0
GWK60_F01375,GWK60_F01375,ORF,2
GWK60_F01397,GWK60_F01397,ORF,2
GWK60_F01419,GWK60_F01419,ORF,14
GWK60_F01441,GWK60_F01441,ORF,0
GWK60_F01463,FRS1,ORF,0
GWK60_F01485,GWK60_F01485,ORF,5
GWK60_F01507,GWK60_F01507,ORF,6
GWK60_F01529,GWK60_F01529,ORF,11
GWK60_F01551,ERG3,ORF,1
GWK60_F01573,GWK60_F01573,ORF,30
GWK60_F01595,SPT8,ORF,6
GWK60_F01617,GWK60_F01617,ORF,11
GWK60_F01639,GWK60_F01639,ORF,4
GWK60_F01661,GWK60_F01661,ORF,4
GWK60_F01683,GWK60_F01683,ORF,0
GWK60_F01705,IRC15,ORF,0
GWK60_F01727,GWK60_F01727,ORF,12
GWK60_F01749,GWK60_F01749,ORF,10
GWK60_F01771,GWK60_F01771,ORF,8
GWK60_F01793,CTF19,ORF,0
GWK60_F01815,GWK60_F01815,ORF,6
GWK60_F01837,GWK60_F01837,ORF,0
GWK60_F01859,GWK60_F01859,ORF,17
GWK60_F01881,GWK60_F01881,ORF,0
GWK60_F01903,PHM1,ORF,10
GWK60_F01925,GWK60_F01925,ORF,20
GWK60_F01969,GWK60_F01969,ORF,16
GWK60_F01991,GWK60_F01991,ORF,0
GWK60_F02013,GWK60_F02013,ORF,9
GWK60_F02035,GWK60_F02035,ORF,2
GWK60_F02057,GWK60_F02057,ORF,25
GWK60_F02079,GWK60_F02079,ORF,13
GWK60_F02101,PHO87,ORF,44
GWK60_F02145,ACO2,ORF,38
GWK60_F02167,GWK60_F02167,ORF,13
GWK60_F02189,GWK60_F02189,ORF,3
GWK60_F02211,GWK60_F02211,ORF,5
GWK60_F02233,GWK60_F02233,ORF,0
GWK60_F02255,GWK60_F02255,ORF,8
GWK60_F02277,GWK60_F02277,ORF,0
GWK60_F02299,HPT1,ORF,3
GWK60_F02321,GWK60_F02321,ORF,1
GWK60_F02343,GWK60_F02343,ORF,2
GWK60_F02365,GWK60_F02365,ORF,0
GWK60_F02387,GWK60_F02387,ORF,0
GWK60_F02409,GWK60_F02409,ORF,1
GWK60_F02431,PDH1,ORF,60
GWK60_F02453,GWK60_F02453,ORF,1
GWK60_F02475,GWK60_F02475,ORF,5
GWK60_F02497,GWK60_F02497,ORF,6
GWK60_F02519,GWK60_F02519,ORF,10
GWK60_F02541,GWK60_F02541,ORF,3
GWK60_F02563,GWK60_F02563,ORF,1
GWK60_F02585,GWK60_F02585,ORF,0
GWK60_F02607,GWK60_F02607,ORF,10
GWK60_F02629,GWK60_F02629,ORF,0
GWK60_F02651,GWK60_F02651,ORF,0
GWK60_F02673,GWK60_F02673,ORF,3
GWK60_F02717,GWK60_F02717,ORF,18
GWK60_F02739,GWK60_F02739,ORF,3
GWK60_F02761,GWK60_F02761,ORF,7
GWK60_F02783,CAD1,ORF,3
GWK60_F02805,GWK60_F02805,ORF,0
GWK60_F02827,GWK60_F02827,ORF,2
GWK60_F02849,GWK60_F02849,ORF,0
GWK60_F02871,GWK60_F02871,ORF,15
GWK60_F02893,GWK60_F02893,ORF,0
GWK60_F02915,GWK60_F02915,ORF,3
GWK60_F02937,GWK60_F02937,ORF,6
GWK60_F02959,IRE1,ORF,4
GWK60_F02981,GWK60_F02981,ORF,0
GWK60_F03003,GWK60_F03003,ORF,27
GWK60_F03025,GWK60_F03025,ORF,0
GWK60_F03047,GWK60_F03047,ORF,2
GWK60_F03069,GWK60_F03069,ORF,0
GWK60_F03113,SCS7,ORF,2
GWK60_F03135,GWK60_F03135,ORF,8
GWK60_F03157,GWK60_F03157,ORF,0
GWK60_F03179,GWK60_F03179,ORF,6
GWK60_F03201,GWK60_F03201,ORF,0
GWK60_F03223,GWK60_F03223,ORF,0
GWK60_F03245,DAP1,ORF,1
GWK60_F03267,GWK60_F03267,ORF,0
GWK60_F03289,GWK60_F03289,ORF,0
GWK60_F03311,GWK60_F03311,ORF,4
GWK60_F03333,GWK60_F03333,ORF,7
GWK60_F03355,GWK60_F03355,ORF,2
GWK60_F03377,GWK60_F03377,ORF,6
GWK60_F03399,GWK60_F03399,ORF,1
GWK60_F03421,GWK60_F03421,ORF,3
GWK60_F03443,GWK60_F03443,ORF,0
GWK60_F03465,GWK60_F03465,ORF,1
GWK60_F03487,GWK60_F03487,ORF,0
GWK60_F03509,GWK60_F03509,ORF,2
GWK60_F03531,GWK60_F03531,ORF,1
GWK60_F03553,GWK60_F03553,ORF,0
GWK60_F03575,GAS4,ORF,2
GWK60_F03597,GWK60_F03597,ORF,5
GWK60_F03619,GWK60_F03619,ORF,0
GWK60_F03641,GWK60_F03641,ORF,0
GWK60_F03663,GWK60_F03663,ORF,3
GWK60_F03685,ERG8,ORF,0
GWK60_F03707,GWK60_F03707,ORF,6
GWK60_F03729,GWK60_F03729,ORF,2
GWK60_F03751,GWK60_F03751,ORF,0
GWK60_F03773,GWK60_F03773,ORF,2
GWK60_F03795,GWK60_F03795,ORF,12
GWK60_F03817,GWK60_F03817,ORF,1
GWK60_F03839,GWK60_F03839,ORF,2
GWK60_F03861,GWK60_F03861,ORF,5
GWK60_F03883,GWK60_F03883,ORF,0
GWK60_F03905,GWK60_F03905,ORF,0
GWK60_F03927,GWK60_F03927,ORF,0
GWK60_F03949,GWK60_F03949,ORF,0
GWK60_F03971,GWK60_F03971,ORF,4
GWK60_F03993,GWK60_F03993,ORF,2
GWK60_F04015,GWK60_F04015,ORF,2
GWK60_F04037,GWK60_F04037,ORF,0
GWK60_F04059,URA7,ORF,0
GWK60_F04081,GWK60_F04081,ORF,0
GWK60_F04103,GWK60_F04103,ORF,0
GWK60_F04125,GWK60_F04125,ORF,8
GWK60_F04147,GWK60_F04147,ORF,3
GWK60_F04169,GWK60_F04169,ORF,2
GWK60_F04191,GWK60_F04191,ORF,3
GWK60_F04213,GWK60_F04213,ORF,2
GWK60_F04235,GWK60_F04235,ORF,0
GWK60_F04257,GWK60_F04257,ORF,0
GWK60_F04301,GWK60_F04301,ORF,5
GWK60_F04323,GWK60_F04323,ORF,6
GWK60_F04345,GWK60_F04345,ORF,2
GWK60_F04367,GWK60_F04367,ORF,1
GWK60_F04389,GWK60_F04389,ORF,1
GWK60_F04411,GWK60_F04411,ORF,1
GWK60_F04433,GWK60_F04433,ORF,2
GWK60_F04455,GWK60_F04455,ORF,9
GWK60_F04477,GWK60_F04477,ORF,0
GWK60_F04499,GWK60_F04499,ORF,8
GWK60_F04521,GWK60_F04521,ORF,3
GWK60_F04543,GWK60_F04543,ORF,0
GWK60_F04565,SMD2,ORF,0
GWK60_F04587,GWK60_F04587,ORF,0
GWK60_F04609,GWK60_F04609,ORF,0
GWK60_F04631,GWK60_F04631,ORF,1
GWK60_F04653,GWK60_F04653,ORF,0
GWK60_F04675,GWK60_F04675,ORF,2
GWK60_F04697,GWK60_F04697,ORF,3
GWK60_F04719,GWK60_F04719,ORF,4
GWK60_F04741,GWK60_F04741,ORF,3
GWK60_F04763,GWK60_F04763,ORF,1
GWK60_F04785,GWK60_F04785,ORF,0
GWK60_F04807,RIB7,ORF,0
GWK60_F04829,GWK60_F04829,ORF,0
GWK60_F04851,GWK60_F04851,ORF,3
GWK60_F04873,GWK60_F04873,ORF,0
GWK60_F04917,GWK60_F04917,ORF,4
GWK60_F04939,GWK60_F04939,ORF,1
GWK60_F04961,GWK60_F04961,ORF,0
GWK60_F04983,GWK60_F04983,ORF,1
GWK60_F05005,GWK60_F05005,ORF,6
GWK60_F05027,GWK60_F05027,ORF,2
GWK60_F05049,GWK60_F05049,ORF,1
GWK60_F05071,GWK60_F05071,ORF,0
GWK60_F05093,GWK60_F05093,ORF,0
GWK60_F05115,GWK60_F05115,ORF,1
GWK60_F05137,GWK60_F05137,ORF,0
GWK60_F05159,GWK60_F05159,ORF,0
GWK60_F05181,GWK60_F05181,ORF,2
GWK60_F05203,GWK60_F05203,ORF,8
GWK60_F05225,GWK60_F05225,ORF,0
GWK60_F05247,GWK60_F05247,ORF,0
GWK60_F05269,GWK60_F05269,ORF,0
GWK60_F05291,GWK60_F05291,ORF,2
GWK60_F05313,GWK60_F05313,ORF,3
GWK60_F05335,GWK60_F05335,ORF,2
GWK60_F05357,GWK60_F05357,ORF,1
GWK60_F05379,GWK60_F05379,ORF,4
GWK60_F05401,GWK60_F05401,ORF,1
GWK60_F05423,GWK60_F05423,ORF,1
GWK60_F05445,GWK60_F05445,ORF,3
GWK60_F05467,GWK60_F05467,ORF,4
GWK60_F05489,GWK60_F05489,ORF,3
GWK60_F05511,GWK60_F05511,ORF,0
GWK60_F05533,GWK60_F05533,ORF,3
GWK60_F05555,GWK60_F05555,ORF,4
GWK60_F05577,GWK60_F05577,ORF,5
GWK60_F05599,MSN2,ORF,0
GWK60_F05621,LYS7,ORF,1
GWK60_F05643,GWK60_F05643,ORF,1
GWK60_F05665,GWK60_F05665,ORF,3
GWK60_F05709,GWK60_F05709,ORF,0
GWK60_F05731,GWK60_F05731,ORF,2
GWK60_F05753,nup116,ORF,3
GWK60_F05797,GWK60_F05797,ORF,0
GWK60_F05819,GWK60_F05819,ORF,0
GWK60_F05841,GWK60_F05841,ORF,1
GWK60_F05885,GWK60_F05885,ORF,6
GWK60_F05907,STV1,ORF,0
GWK60_F05929,GWK60_F05929,ORF,0
GWK60_F05951,GWK60_F05951,ORF,0
GWK60_F05973,FET3,ORF,0
GWK60_F05995,GWK60_F05995,ORF,0
GWK60_F06017,GWK60_F06017,ORF,1
GWK60_F06039,GWK60_F06039,ORF,0
GWK60_F06061,GWK60_F06061,ORF,1
GWK60_F06083,GWK60_F06083,ORF,0
GWK60_F06105,GWK60_F06105,ORF,0
GWK60_F06127,GWK60_F06127,ORF,0
GWK60_F06149,GWK60_F06149,ORF,9
GWK60_F06171,GWK60_F06171,ORF,0
GWK60_F06193,GWK60_F06193,ORF,0
GWK60_F06215,GWK60_F06215,ORF,1
GWK60_F06237,GPA1,ORF,0
GWK60_F06259,GWK60_F06259,ORF,0
GWK60_F06281,GWK60_F06281,ORF,0
GWK60_F06303,GWK60_F06303,ORF,0
GWK60_F06325,GWK60_F06325,ORF,0
GWK60_F06347,GWK60_F06347,ORF,2
GWK60_F06369,GWK60_F06369,ORF,1
GWK60_F06391,GWK60_F06391,ORF,0
GWK60_F06413,GWK60_F06413,ORF,1
GWK60_F06435,GWK60_F06435,ORF,1
GWK60_F06457,GWK60_F06457,ORF,0
GWK60_F06479,GWK60_F06479,ORF,1
GWK60_F06501,GWK60_F06501,ORF,3
GWK60_F06523,PYC1,ORF,10
GWK60_F06545,GWK60_F06545,ORF,0
GWK60_F06567,GWK60_F06567,ORF,1
GWK60_F06589,GWK60_F06589,ORF,35
GWK60_F06611,MET13,ORF,2
GWK60_F06633,GWK60_F06633,ORF,3
GWK60_F06655,GWK60_F06655,ORF,0
GWK60_F06677,GWK60_F06677,ORF,2
GWK60_F06699,GWK60_F06699,ORF,0
GWK60_F06721,GWK60_F06721,ORF,0
GWK60_F06743,GWK60_F06743,ORF,1
GWK60_F06787,GWK60_F06787,ORF,0
GWK60_F06809,GWK60_F06809,ORF,0
GWK60_F06831,GWK60_F06831,ORF,2
GWK60_F06853,GWK60_F06853,ORF,3
GWK60_F06875,GWK60_F06875,ORF,0
GWK60_F06897,GWK60_F06897,ORF,2
GWK60_F06919,GWK60_F06919,ORF,0
GWK60_F06941,GWK60_F06941,ORF,0
GWK60_F06963,GWK60_F06963,ORF,0
GWK60_F06985,GWK60_F06985,ORF,0
GWK60_F07007,GWK60_F07007,ORF,0
GWK60_F07029,GWK60_F07029,ORF,0
GWK60_F07051,GWK60_F07051,ORF,0
GWK60_F07073,GWK60_F07073,ORF,5
GWK60_F07095,GWK60_F07095,ORF,0
GWK60_F07117,CWP1.2,ORF,0
GWK60_F07139,CWP1.1,ORF,0
GWK60_F07161,GWK60_F07161,ORF,2
GWK60_F07183,GWK60_F07183,ORF,0
GWK60_F07205,MSS11,ORF,7
GWK60_F07227,GWK60_F07227,ORF,0
GWK60_F07249,GWK60_F07249,ORF,3
GWK60_F07271,GWK60_F07271,ORF,1
GWK60_F07293,CEP3,ORF,0
GWK60_F07315,GWK60_F07315,ORF,2
GWK60_F07337,GWK60_F07337,ORF,5
GWK60_F07359,GWK60_F07359,ORF,1
GWK60_F07381,GWK60_F07381,ORF,0
GWK60_F07403,UPC2B,ORF,2
GWK60_F07425,GWK60_F07425,ORF,1
GWK60_F07447,GWK60_F07447,ORF,3
GWK60_F07469,GWK60_F07469,ORF,0
GWK60_F07491,GWK60_F07491,ORF,0
GWK60_F07513,GWK60_F07513,ORF,5
GWK60_F07535,GWK60_F07535,ORF,5
GWK60_F07557,PEX21,ORF,3
GWK60_F07579,PFK1,ORF,0
GWK60_F07601,GWK60_F07601,ORF,4
GWK60_F07623,GWK60_F07623,ORF,0
GWK60_F07645,LSC2,ORF,5
GWK60_F07667,SDA1,ORF,0
GWK60_F07689,GWK60_F07689,ORF,0
GWK60_F07711,GWK60_F07711,ORF,0
GWK60_F07733,GWK60_F07733,ORF,0
GWK60_F07755,GWK60_F07755,ORF,3
GWK60_F07777,GWK60_F07777,ORF,3
GWK60_F07799,GWK60_F07799,ORF,4
GWK60_F07821,GCN5,ORF,0
GWK60_F07843,GWK60_F07843,ORF,0
GWK60_F07865,GWK60_F07865,ORF,1
GWK60_F07909,TNA1,ORF,0
GWK60_F07931,GWK60_F07931,ORF,3
GWK60_F07953,GWK60_F07953,ORF,0
GWK60_F07975,GWK60_F07975,ORF,3
GWK60_F07997,GWK60_F07997,ORF,0
GWK60_F08019,GWK60_F08019,ORF,2
GWK60_F08041,GWK60_F08041,ORF,0
GWK60_F08063,GWK60_F08063,ORF,2
GWK60_F08085,EFB1,ORF,0
GWK60_F08107,GWK60_F08107,ORF,4
GWK60_F08129,GWK60_F08129,ORF,0
GWK60_F08151,GWK60_F08151,ORF,0
GWK60_F08173,GWK60_F08173,ORF,5
GWK60_F08195,PEX23,ORF,0
GWK60_F08217,GWK60_F08217,ORF,0
GWK60_F08239,GWK60_F08239,ORF,0
GWK60_F08261,GWK60_F08261,ORF,2
GWK60_F08283,GWK60_F08283,ORF,0
GWK60_F08305,GWK60_F08305,ORF,4
GWK60_F08327,GWK60_F08327,ORF,0
GWK60_F08349,GWK60_F08349,ORF,8
GWK60_F08371,GWK60_F08371,ORF,7
GWK60_F08393,GWK60_F08393,ORF,2
GWK60_F08437,GWK60_F08437,ORF,0
GWK60_F08459,GWK60_F08459,ORF,4
GWK60_F08481,GWK60_F08481,ORF,0
GWK60_F08503,GWK60_F08503,ORF,1
GWK60_F08525,GWK60_F08525,ORF,1
GWK60_F08547,GWK60_F08547,ORF,6
GWK60_F08569,GWK60_F08569,ORF,0
GWK60_F08591,SKN7,ORF,0
GWK60_F08613,GWK60_F08613,ORF,0
GWK60_F08635,GWK60_F08635,ORF,5
GWK60_F08657,GWK60_F08657,ORF,1
GWK60_F08679,GWK60_F08679,ORF,1
GWK60_F08701,BAT1,ORF,0
GWK60_F08723,GWK60_F08723,ORF,4
GWK60_F08745,GWK60_F08745,ORF,1
GWK60_G00011,GWK60_G00011,ORF,1
GWK60_G00033,GWK60_G00033,ORF,3
GWK60_G00055,GWK60_G00055,ORF,0
GWK60_G00077,ERV29,ORF,7
GWK60_G00099,GWK60_G00099,ORF,9
GWK60_G00121,YOR1,ORF,14
GWK60_G00143,GWK60_G00143,ORF,2
GWK60_G00165,GAS1,ORF,16
GWK60_G00187,GWK60_G00187,ORF,18
GWK60_G00209,SCW4,ORF,15
GWK60_G00231,GWK60_G00231,ORF,2
GWK60_G00253,GWK60_G00253,ORF,0
GWK60_G00275,GWK60_G00275,ORF,8
GWK60_G00297,GWK60_G00297,ORF,1
GWK60_G00319,GWK60_G00319,ORF,1
GWK60_G00341,GWK60_G00341,ORF,0
GWK60_G00363,GWK60_G00363,ORF,9
GWK60_G00385,GWK60_G00385,ORF,1
GWK60_G00407,GWK60_G00407,ORF,29
GWK60_G00429,GWK60_G00429,ORF,2
GWK60_G00451,GWK60_G00451,ORF,18
GWK60_G00473,GWK60_G00473,ORF,0
GWK60_G00517,GWK60_G00517,ORF,9
GWK60_G00539,GWK60_G00539,ORF,9
GWK60_G00561,GWK60_G00561,ORF,16
GWK60_G00583,RFA1,ORF,0
GWK60_G00605,GWK60_G00605,ORF,1
GWK60_G00649,GWK60_G00649,ORF,3
GWK60_G00671,CHS5,ORF,3
GWK60_G00693,GWK60_G00693,ORF,16
GWK60_G00715,GWK60_G00715,ORF,21
GWK60_G00759,GWK60_G00759,ORF,12
GWK60_G00781,GLM5,ORF,0
GWK60_G00803,GWK60_G00803,ORF,1
GWK60_G00825,GWK60_G00825,ORF,4
GWK60_G00847,RPP0,ORF,0
GWK60_G00869,GWK60_G00869,ORF,66
GWK60_G00891,FKS1,ORF,16
GWK60_G00913,GAS3,ORF,9
GWK60_G00935,GWK60_G00935,ORF,4
GWK60_G00957,GWK60_G00957,ORF,8
GWK60_G00979,GWK60_G00979,ORF,2
GWK60_G01001,GWK60_G01001,ORF,0
GWK60_G01023,GWK60_G01023,ORF,14
GWK60_G01045,GWK60_G01045,ORF,5
GWK60_G01067,NIT3,ORF,5
GWK60_G01089,GWK60_G01089,ORF,6
GWK60_G01111,ARO8,ORF,2
GWK60_G01133,GWK60_G01133,ORF,3
GWK60_G01155,GWK60_G01155,ORF,1
GWK60_G01177,GWK60_G01177,ORF,5
GWK60_G01199,GWK60_G01199,ORF,4
GWK60_G01221,GWK60_G01221,ORF,2
GWK60_G01243,GWK60_G01243,ORF,2
GWK60_G01265,GWK60_G01265,ORF,2
GWK60_G01287,GWK60_G01287,ORF,5
GWK60_G01309,GWK60_G01309,ORF,9
GWK60_G01331,GWK60_G01331,ORF,2
GWK60_G01353,COG6,ORF,2
GWK60_G01397,NCE103,ORF,24
GWK60_G01419,GWK60_G01419,ORF,4
GWK60_G01441,GWK60_G01441,ORF,1
GWK60_G01463,GWK60_G01463,ORF,3
GWK60_G01485,GWK60_G01485,ORF,4
GWK60_G01529,GWK60_G01529,ORF,0
GWK60_G01551,GWK60_G01551,ORF,2
GWK60_G01573,GWK60_G01573,ORF,6
GWK60_G01595,GWK60_G01595,ORF,2
GWK60_G01617,GWK60_G01617,ORF,0
GWK60_G01639,GWK60_G01639,ORF,1
GWK60_G01661,GWK60_G01661,ORF,1
GWK60_G01683,GWK60_G01683,ORF,1
GWK60_G01705,GWK60_G01705,ORF,1
GWK60_G01727,GWK60_G01727,ORF,0
GWK60_G01749,GWK60_G01749,ORF,1
GWK60_G01771,MET1,ORF,15
GWK60_G01793,GWK60_G01793,ORF,3
GWK60_G01815,GWK60_G01815,ORF,0
GWK60_G01837,GWK60_G01837,ORF,3
GWK60_G01859,GWK60_G01859,ORF,0
GWK60_G01881,GWK60_G01881,ORF,1
GWK60_G01903,CKA2,ORF,2
GWK60_G01925,GWK60_G01925,ORF,2
GWK60_G01947,GWK60_G01947,ORF,0
GWK60_G01969,ECM4,ORF,7
GWK60_G01991,GWK60_G01991,ORF,4
GWK60_G02013,GWK60_G02013,ORF,2
GWK60_G02035,GWK60_G02035,ORF,0
GWK60_G02057,MTD1,ORF,1
GWK60_G02079,GWK60_G02079,ORF,2
GWK60_G02101,GWK60_G02101,ORF,0
GWK60_G02123,GWK60_G02123,ORF,5
GWK60_G02145,GWK60_G02145,ORF,1
GWK60_G02167,GWK60_G02167,ORF,0
GWK60_G02189,GWK60_G02189,ORF,1
GWK60_G02211,GWK60_G02211,ORF,1
GWK60_G02233,GWK60_G02233,ORF,4
GWK60_G02255,GWK60_G02255,ORF,2
GWK60_G02277,SRP40,ORF,1
GWK60_G02299,GWK60_G02299,ORF,4
GWK60_G02321,GWK60_G02321,ORF,0
GWK60_G02343,GWK60_G02343,ORF,3
GWK60_G02365,GWK60_G02365,ORF,0
GWK60_G02387,GWK60_G02387,ORF,2
GWK60_G02409,GWK60_G02409,ORF,10
GWK60_G02431,GWK60_G02431,ORF,0
GWK60_G02453,LYS12,ORF,1
GWK60_G02475,GWK60_G02475,ORF,4
GWK60_G02497,GWK60_G02497,ORF,0
GWK60_G02519,GWK60_G02519,ORF,1
GWK60_G02541,IDH1,ORF,8
GWK60_G02563,GWK60_G02563,ORF,0
GWK60_G02585,GWK60_G02585,ORF,39
GWK60_G02607,GWK60_G02607,ORF,6
GWK60_G02629,GWK60_G02629,ORF,2
GWK60_G02651,GWK60_G02651,ORF,0
GWK60_G02673,GWK60_G02673,ORF,0
GWK60_G02695,GWK60_G02695,ORF,7
GWK60_G02717,GWK60_G02717,ORF,0
GWK60_G02739,GWK60_G02739,ORF,1
GWK60_G02761,GWK60_G02761,ORF,0
GWK60_G02783,PIL1,ORF,1
GWK60_G02805,GWK60_G02805,ORF,17
GWK60_G02827,GWK60_G02827,ORF,0
GWK60_G02871,GWK60_G02871,ORF,0
GWK60_G02893,GWK60_G02893,ORF,0
GWK60_G02915,GWK60_G02915,ORF,1
GWK60_G02937,GWK60_G02937,ORF,0
GWK60_G02959,GWK60_G02959,ORF,0
GWK60_G02981,GWK60_G02981,ORF,0
GWK60_G03003,GWK60_G03003,ORF,1
GWK60_G03025,GWK60_G03025,ORF,0
GWK60_G03047,ASK10,ORF,3
GWK60_G03069,GWK60_G03069,ORF,2
GWK60_G03091,GWK60_G03091,ORF,0
GWK60_G03113,GWK60_G03113,ORF,3
GWK60_G03135,GWK60_G03135,ORF,2
GWK60_G03157,SSA3,ORF,5
GWK60_G03179,GWK60_G03179,ORF,0
GWK60_G03201,GWK60_G03201,ORF,0
GWK60_G03223,GWK60_G03223,ORF,0
GWK60_G03245,GWK60_G03245,ORF,0
GWK60_G03267,GWK60_G03267,ORF,0
GWK60_G03289,FLO8,ORF,8
GWK60_G03311,GWK60_G03311,ORF,1
GWK60_G03333,GWK60_G03333,ORF,0
GWK60_G03355,GWK60_G03355,ORF,1
GWK60_G03377,GWK60_G03377,ORF,1
GWK60_G03399,GWK60_G03399,ORF,3
GWK60_G03421,GWK60_G03421,ORF,1
GWK60_G03443,GWK60_G03443,ORF,0
GWK60_G03465,SHO1,ORF,1
GWK60_G03487,GWK60_G03487,ORF,3
GWK60_G03509,GWK60_G03509,ORF,4
GWK60_G03531,GWK60_G03531,ORF,0
GWK60_G03553,GWK60_G03553,ORF,0
GWK60_G03575,GWK60_G03575,ORF,0
GWK60_G03597,GWK60_G03597,ORF,0
GWK60_G03619,GWK60_G03619,ORF,1
GWK60_G03641,GWK60_G03641,ORF,6
GWK60_G03663,SSA1,ORF,4
GWK60_G03707,GWK60_G03707,ORF,2
GWK60_G03729,GWK60_G03729,ORF,4
GWK60_G03751,GWK60_G03751,ORF,0
GWK60_G03773,TPO1_1,ORF,5
GWK60_G03795,GWK60_G03795,ORF,1
GWK60_G03817,GWK60_G03817,ORF,11
GWK60_G03839,GWK60_G03839,ORF,0
GWK60_G03861,GWK60_G03861,ORF,4
GWK60_G03883,GWK60_G03883,ORF,1
GWK60_G03905,GWK60_G03905,ORF,2
GWK60_G03927,GWK60_G03927,ORF,1
GWK60_G03949,GWK60_G03949,ORF,0
GWK60_G03971,GWK60_G03971,ORF,3
GWK60_G03993,GWK60_G03993,ORF,2
GWK60_G04015,GWK60_G04015,ORF,0
GWK60_G04037,GWK60_G04037,ORF,0
GWK60_G04081,GWK60_G04081,ORF,1
GWK60_G04147,GWK60_G04147,ORF,3
GWK60_G04169,GWK60_G04169,ORF,0
GWK60_G04191,GWK60_G04191,ORF,0
GWK60_G04213,GWK60_G04213,ORF,1
GWK60_G04235,GWK60_G04235,ORF,1
GWK60_G04257,GWK60_G04257,ORF,4
