feature_id,sample,condition,background,pool,reads,total_feature_reads,cpm
GWK60_I04345,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04345,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04345,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04345,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04367,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04367,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04367,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04367,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04367,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04367,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04367,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04367,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04389,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04389,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04389,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04389,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04389,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04389,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04389,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04389,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04433,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04433,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04433,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04433,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04433,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04433,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I04433,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04433,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_I04455,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_I04455,yH298-H2O2-treated-facs-pool2,treated,yH298,2,2,2101,951.927653498334
GWK60_I04455,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I04455,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_I04455,yH299-H2O2-treated-facs-pool3,treated,yH299,3,2,2012,994.0357852882703
GWK60_I04455,yH299-H2O2-treated-facs-pool4,treated,yH299,4,3,2244,1336.898395721925
GWK60_I04455,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04455,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04477,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04477,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04477,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04477,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04477,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04477,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04477,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I04477,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_I04499,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04499,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I04499,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04499,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04499,yH299-H2O2-treated-facs-pool3,treated,yH299,3,2,2012,994.0357852882703
GWK60_I04499,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I04499,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I04499,yH299-parent-pool4,parent,yH299,4,2,1572,1272.2646310432572
GWK60_I04543,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04543,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04543,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04543,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04543,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04543,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04543,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04543,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04565,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04565,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04565,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04565,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04565,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04565,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04565,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04565,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04587,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_I04587,yH298-H2O2-treated-facs-pool2,treated,yH298,2,4,2101,1903.855306996668
GWK60_I04587,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I04587,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_I04587,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I04587,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04587,yH299-parent-pool3,parent,yH299,3,2,2117,944.7331128956071
GWK60_I04587,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04609,yH298-H2O2-treated-facs-pool1,treated,yH298,1,3,1828,1641.1378555798688
GWK60_I04609,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I04609,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04609,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04609,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04609,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04609,yH299-parent-pool3,parent,yH299,3,2,2117,944.7331128956071
GWK60_I04609,yH299-parent-pool4,parent,yH299,4,3,1572,1908.3969465648854
GWK60_I04631,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04631,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04631,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04631,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_I04631,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04631,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04631,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04631,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04653,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04653,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04653,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04653,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04653,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04653,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04653,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04653,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04675,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04675,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I04675,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04675,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04675,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04675,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04675,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04675,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04697,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04697,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04697,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04697,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04697,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04697,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04697,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04697,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04719,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04719,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04719,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04719,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04719,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04719,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04719,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04719,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04741,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04741,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04741,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04741,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04741,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04741,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04741,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04741,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_I04763,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04763,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04763,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04763,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04763,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04763,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04763,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04763,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04785,yH298-H2O2-treated-facs-pool1,treated,yH298,1,7,1828,3829.3216630196935
GWK60_I04785,yH298-H2O2-treated-facs-pool2,treated,yH298,2,3,2101,1427.8914802475012
GWK60_I04785,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I04785,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_I04785,yH299-H2O2-treated-facs-pool3,treated,yH299,3,5,2012,2485.089463220676
GWK60_I04785,yH299-H2O2-treated-facs-pool4,treated,yH299,4,3,2244,1336.898395721925
GWK60_I04785,yH299-parent-pool3,parent,yH299,3,4,2117,1889.4662257912141
GWK60_I04785,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_I04807,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04807,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04807,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04807,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04807,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04807,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04807,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04807,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04829,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04829,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04829,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04829,yH298-parent-pool2,parent,yH298,2,1,2013,496.7709885742673
GWK60_I04829,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04829,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04829,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04829,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04851,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04851,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04851,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04851,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04851,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04851,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04851,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04851,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04873,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04873,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04873,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04873,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04873,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04873,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I04873,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04873,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04895,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_I04895,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I04895,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I04895,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04895,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I04895,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04895,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04895,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04917,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04917,yH298-H2O2-treated-facs-pool2,treated,yH298,2,3,2101,1427.8914802475012
GWK60_I04917,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04917,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04917,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04917,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04917,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04917,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04939,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04939,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I04939,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04939,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04939,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I04939,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I04939,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I04939,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04961,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I04961,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04961,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I04961,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I04961,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I04961,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I04961,yH299-parent-pool3,parent,yH299,3,3,2117,1417.0996693434106
GWK60_I04961,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I04983,yH298-H2O2-treated-facs-pool1,treated,yH298,1,4,1828,2188.1838074398247
GWK60_I04983,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I04983,yH298-parent-pool1,parent,yH298,1,2,2000,1000
GWK60_I04983,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_I04983,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I04983,yH299-H2O2-treated-facs-pool4,treated,yH299,4,2,2244,891.2655971479501
GWK60_I04983,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I04983,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05005,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05005,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05005,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I05005,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05005,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05005,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05005,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05005,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05027,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05027,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05027,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05027,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05027,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05027,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05027,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05027,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05049,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05049,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05049,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05049,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05049,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05049,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05049,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05049,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05071,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05071,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05071,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05071,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05071,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05071,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05071,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05071,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05093,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05093,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I05093,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05093,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_I05093,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05093,yH299-H2O2-treated-facs-pool4,treated,yH299,4,3,2244,1336.898395721925
GWK60_I05093,yH299-parent-pool3,parent,yH299,3,2,2117,944.7331128956071
GWK60_I05093,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05115,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_I05115,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05115,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05115,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05115,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05115,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05115,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05115,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05137,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05137,yH298-H2O2-treated-facs-pool2,treated,yH298,2,2,2101,951.927653498334
GWK60_I05137,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05137,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05137,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05137,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05137,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I05137,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05159,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05159,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05159,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05159,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05159,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05159,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05159,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05159,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05181,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05181,yH298-H2O2-treated-facs-pool2,treated,yH298,2,1,2101,475.963826749167
GWK60_I05181,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I05181,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05181,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05181,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05181,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05181,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05203,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05203,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05203,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05203,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05203,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05203,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
GWK60_I05203,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I05203,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05225,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05225,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05225,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I05225,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_I05225,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I05225,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I05225,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I05225,yH299-parent-pool4,parent,yH299,4,1,1572,636.1323155216286
GWK60_I05247,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05247,yH298-H2O2-treated-facs-pool2,treated,yH298,2,2,2101,951.927653498334
GWK60_I05247,yH298-parent-pool1,parent,yH298,1,1,2000,500
GWK60_I05247,yH298-parent-pool2,parent,yH298,2,2,2013,993.5419771485346
GWK60_I05247,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I05247,yH299-H2O2-treated-facs-pool4,treated,yH299,4,3,2244,1336.898395721925
GWK60_I05247,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I05247,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05269,yH298-H2O2-treated-facs-pool1,treated,yH298,1,1,1828,547.0459518599562
GWK60_I05269,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05269,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05269,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05269,yH299-H2O2-treated-facs-pool3,treated,yH299,3,1,2012,497.01789264413515
GWK60_I05269,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I05269,yH299-parent-pool3,parent,yH299,3,0,2117,0
GWK60_I05269,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05291,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05291,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05291,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05291,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05291,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05291,yH299-H2O2-treated-facs-pool4,treated,yH299,4,1,2244,445.63279857397504
GWK60_I05291,yH299-parent-pool3,parent,yH299,3,1,2117,472.36655644780353
GWK60_I05291,yH299-parent-pool4,parent,yH299,4,0,1572,0
GWK60_I05313,yH298-H2O2-treated-facs-pool1,treated,yH298,1,0,1828,0
GWK60_I05313,yH298-H2O2-treated-facs-pool2,treated,yH298,2,0,2101,0
GWK60_I05313,yH298-parent-pool1,parent,yH298,1,0,2000,0
GWK60_I05313,yH298-parent-pool2,parent,yH298,2,0,2013,0
GWK60_I05313,yH299-H2O2-treated-facs-pool3,treated,yH299,3,0,2012,0
GWK60_I05313,yH299-H2O2-treated-facs-pool4,treated,yH299,4,0,2244,0
